batch_id,factory_name,factory_city,industry_type,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,recommended_product,predicted_market_demand,recommended_buyer,buyer_city,estimated_payback_months,treatment_dependency,ai_segmentation_category,esg_impact_score,upload_date
RWAI-103945,Dubey Group,Surat,Synthetic Fiber Plant,Leather Processing Waste,Organic,3934.07,Color Pigments,6.25,730.03,313.54,4418.2,143.24,2194.12,14.47,52.05,36.63,63.03,55.06,58.95,20.51,636539.48,7.63,52.69,15.87,68.71,323.42,Automotive Soundproof Panels,Medium,JSW Green Materials,Indore,22.7,High,Moderately Recoverable,41.11,2023-07-27
RWAI-103946,Rajan LLC,Tiruppur,Leather Processing,Textile Dye Waste,Organic,5756.93,Sulfide,6.42,1075.54,194.72,4057.53,187.25,3940.23,318.87,4.37,34.47,44.54,38.09,93.41,67.06,917290.79,9.48,97.22,71.62,48.87,123.13,Textile Composite Panels,Emerging,UltraTech EcoBuild,Noida,20.0,High,Moderately Recoverable,41.63,2025-11-14
RWAI-103947,"Kuruvilla, Chacko and Kala",Coimbatore,Fabric Export Unit,Textile Dye Waste,Textile,3027.55,Lead,4.69,741.5,143.5,7083.36,62.35,458.7,268.8,55.04,41.56,73.7,72.05,23.29,22.66,2277802.52,4.07,95.72,32.27,46.73,86.08,Eco Packaging Sheets,High,Asian Paints Eco Division,Kanpur,26.9,High,Highly Recoverable,32.5,2026-04-18
RWAI-103948,"Kaur, Singhal and Khosla",Ludhiana,Garment Processing,Leather Processing Waste,Textile,2240.24,Microplastics,4.59,444.25,336.56,2411.83,10.75,1121.36,94.64,40.23,26.21,33.49,33.98,68.85,50.69,1748373.44,3.94,67.36,52.07,24.21,86.68,Recycled Plastic Lumber,High,Adani Circular Infra,Coimbatore,27.2,Medium,Needs Advanced Treatment,79.2,2025-12-29
RWAI-103949,Bose-Koshy,Tiruppur,Garment Processing,Polyester Sludge,Leather,9428.82,Sulfide,6.28,795.43,217.65,4872.25,58.98,2020.91,29.69,26.19,36.71,28.25,31.09,57.13,66.94,1315271.96,9.45,72.99,47.6,43.13,152.34,Textile Composite Panels,Emerging,Adani Circular Infra,Ludhiana,15.3,Low,Moderately Recoverable,36.22,2025-03-10
RWAI-103950,"Keer, Divan and Hayre",Indore,Textile Manufacturing,Denim Processing Sludge,Organic,123.88,Sulfide,7.65,687.8,314.72,4255.93,328.87,4283.61,79.79,36.71,25.19,29.3,31.87,85.45,23.94,1265356.39,2.85,63.61,83.87,31.01,496.64,Green Roofing Sheets,Emerging,Adani Circular Infra,Noida,16.7,Medium,Moderately Recoverable,40.82,2024-11-02
RWAI-103951,"Babu, Mane and Sastry",Ludhiana,Textile Manufacturing,Leather Processing Waste,Mixed,2755.17,Microplastics,4.52,1077.31,455.67,1708.99,275.68,5547.62,254.33,35.95,51.94,87.59,67.56,29.8,73.75,747695.91,7.25,96.96,58.84,25.61,277.01,Eco Paver Blocks,Emerging,EcoPack India,Bhiwandi,34.1,Medium,Moderately Recoverable,97.53,2023-09-09
RWAI-103952,Shetty LLC,Noida,Industrial Dyeing,Synthetic Yarn Waste,Chemical,6295.58,Heavy Metals,7.55,1150.67,463.03,1631.82,317.06,237.29,254.52,15.95,37.28,35.3,40.19,59.21,46.14,2368702.52,6.4,56.08,30.29,34.54,374.53,Acoustic Insulation Panels,High,Reliance Circular Ventures,Ludhiana,6.8,Medium,Needs Advanced Treatment,73.65,2025-09-20
RWAI-103953,"Tara, Chawla and Atwal",Panipat,Garment Processing,Printing Dye Residue,Leather,8968.85,High TDS,8.4,538.55,141.44,3404.39,126.07,531.35,92.26,52.9,34.6,73.84,56.12,39.54,38.25,381551.92,7.32,42.34,60.88,57.4,491.72,Low-Cost Modular Panels,Emerging,JSW Green Materials,Coimbatore,4.0,High,Low Recovery Potential,37.57,2024-08-08
RWAI-103954,Doctor-Chaudhuri,Ludhiana,Garment Processing,Polyester Sludge,Organic,8826.19,Heavy Metals,8.75,906.05,365.19,2808.65,160.42,868.32,111.21,53.5,31.34,45.08,46.96,82.17,43.77,2267958.88,1.54,91.07,87.62,24.55,374.66,Circular Fashion Fibers,Emerging,RenewBuild India,Noida,15.7,Low,Moderately Recoverable,53.45,2023-06-13
RWAI-103955,Sahni-Saxena,Bhiwandi,Garment Processing,Plastic Laminate Waste,Chemical,159.54,Oil Residue,8.0,217.47,455.9,5908.49,369.21,5467.12,79.39,18.55,32.9,84.04,90.09,34.71,16.96,1329283.32,9.34,67.55,83.31,38.01,393.22,Eco Paver Blocks,High,Adani Circular Infra,Kanpur,31.5,High,Needs Advanced Treatment,67.71,2026-03-06
RWAI-103956,Agate Ltd,Noida,Fabric Export Unit,Denim Processing Sludge,Mixed,1270.78,Color Pigments,8.42,853.9,177.81,3972.55,168.47,123.61,240.65,47.87,45.05,62.61,69.8,46.02,41.68,1355353.73,7.76,44.41,75.74,33.04,7.23,Eco Bricks,Very High,Asian Paints Eco Division,Ahmedabad,4.1,Medium,Low Recovery Potential,84.18,2026-03-12
RWAI-103957,"Sandal, Divan and Bose",Indore,Leather Processing,Leather Processing Waste,Mixed,7406.43,High TDS,5.42,257.37,31.62,2494.0,414.94,1366.34,288.61,30.44,56.53,32.39,29.12,52.46,18.08,970257.94,9.21,61.52,11.94,98.17,144.61,Compressed Construction Blocks,Medium,Godrej Interio Eco,Jaipur,11.0,Low,Highly Recoverable,79.21,2026-04-26
RWAI-103958,"Bava, Mane and Dhar",Ahmedabad,Chemical Processing,Plastic Laminate Waste,Textile,9560.48,Chromium,8.35,701.18,194.2,5194.02,417.8,1125.63,258.71,7.99,28.51,74.97,67.85,26.86,51.48,2103672.0,1.79,53.35,26.04,66.78,433.31,Biodegradable Packaging,Very High,UltraTech EcoBuild,Noida,15.2,High,Highly Recoverable,32.42,2025-05-28
RWAI-103959,Randhawa-Chopra,Panipat,Synthetic Fiber Plant,Plastic Laminate Waste,Mixed,3174.78,Organic Contaminants,5.75,824.36,170.9,6138.24,14.37,3146.92,346.31,14.19,58.63,59.49,45.72,96.94,55.04,990725.56,5.69,97.62,24.26,29.98,317.55,Industrial Absorbent Pads,Emerging,Tata Sustainable Materials,Coimbatore,28.7,Low,Needs Advanced Treatment,38.53,2024-04-15
RWAI-103960,"Ratta, Ghose and Joshi",Mumbai,Fabric Export Unit,Fabric Scraps,Mixed,5999.85,Low Contamination,7.27,992.68,297.98,7580.01,417.81,1230.12,224.61,10.26,29.47,79.26,64.59,39.48,60.13,2304070.84,8.93,41.1,15.15,87.7,26.56,Acoustic Insulation Panels,Emerging,Tata Sustainable Materials,Jaipur,8.2,High,Low Recovery Potential,39.17,2025-03-07
RWAI-103961,Seth Ltd,Noida,Leather Processing,Mixed Textile Waste,Polymer,2518.79,Lead,6.37,236.73,440.85,3464.95,439.18,2499.45,5.36,5.16,50.53,56.13,45.28,59.66,45.73,736990.38,1.04,64.73,32.26,46.91,276.25,Acoustic Insulation Panels,Very High,JSW Green Materials,Jaipur,25.2,High,Highly Recoverable,36.1,2025-02-18
RWAI-103962,Kunda-Ratta,Mumbai,Garment Processing,Industrial Wastewater,Chemical,5219.59,Sulfide,7.18,436.89,368.56,3051.79,468.98,1800.67,131.19,59.9,51.22,30.23,32.89,95.9,10.89,1584679.58,4.4,61.71,11.6,54.18,181.14,Industrial Pigments,Very High,Asian Paints Eco Division,Mumbai,7.8,High,Moderately Recoverable,35.83,2023-11-13
RWAI-103963,Sundaram-Rao,Indore,Chemical Processing,Mixed Textile Waste,Polymer,2601.31,Color Pigments,5.7,1010.37,556.36,7987.29,137.72,3885.41,436.03,16.04,58.16,81.44,87.79,76.95,69.67,1004535.0,8.93,80.76,78.56,36.85,147.72,Industrial Absorbent Pads,Medium,Greenply Industries,Tiruppur,31.0,Medium,Low Recovery Potential,92.81,2025-11-06
RWAI-103964,Kata Group,Surat,Chemical Processing,Printing Dye Residue,Mixed,4579.2,Heavy Metals,8.04,252.21,107.33,317.69,207.35,3207.52,253.81,43.66,53.25,38.08,28.98,46.82,35.59,674921.99,8.16,89.46,10.32,52.35,412.36,Biodegradable Packaging,Very High,Godrej Interio Eco,Bhiwandi,28.2,High,Highly Recoverable,36.09,2024-04-05
RWAI-103965,Solanki Inc,Bhiwandi,Leather Processing,Plastic Laminate Waste,Textile,7166.34,Color Pigments,4.57,387.89,307.65,282.48,254.37,4088.13,416.49,6.24,52.05,92.09,79.95,88.95,54.14,680768.89,8.77,50.99,39.28,87.02,241.42,Eco Concrete Additives,Medium,Birla Eco Materials,Surat,10.5,High,Moderately Recoverable,90.63,2023-07-09
RWAI-103966,Goda Inc,Panipat,Industrial Dyeing,Mixed Textile Waste,Leather,8699.1,Microplastics,8.1,661.78,401.83,1529.98,434.48,3128.45,484.81,52.38,27.76,44.62,45.76,92.32,69.63,1254262.6,4.35,95.84,73.05,81.18,106.9,Thermal Insulation Mats,Very High,Reliance Circular Ventures,Bhiwandi,23.1,High,Low Recovery Potential,59.22,2025-07-13
RWAI-103967,Kota-Basu,Ahmedabad,Textile Manufacturing,Chemical Effluent,Chemical,8202.19,Lead,4.69,656.97,170.98,1669.04,282.36,5160.96,191.12,39.49,43.39,27.02,29.18,66.64,66.76,1988980.11,8.13,49.07,71.82,48.54,363.21,Thermal Insulation Mats,Very High,Mahindra Sustainable Solutions,Ludhiana,12.8,Medium,Moderately Recoverable,61.07,2025-07-24
RWAI-103968,"Balasubramanian, Borra and Batta",Coimbatore,Leather Processing,Printing Dye Residue,Organic,8748.52,Lead,6.25,438.54,596.22,5693.55,330.22,2035.7,321.41,36.92,32.6,81.07,62.03,38.21,63.24,566572.44,3.66,87.49,87.33,94.6,318.33,Thermal Insulation Mats,Medium,Tata Sustainable Materials,Panipat,9.4,Low,Moderately Recoverable,61.87,2024-05-09
RWAI-103969,"Kapur, Kaul and Sahota",Indore,Synthetic Fiber Plant,Synthetic Yarn Waste,Leather,9679.26,High TDS,5.26,1055.18,82.58,1036.42,48.12,3327.95,250.84,20.8,56.21,86.28,65.41,73.42,72.13,1595711.72,4.99,63.55,34.91,24.75,175.03,Eco Packaging Sheets,Very High,EcoPack India,Noida,32.1,Low,Low Recovery Potential,69.23,2023-05-15
RWAI-103970,Master and Sons,Bhiwandi,Synthetic Fiber Plant,Chemical Effluent,Mixed,9624.03,Organic Contaminants,5.86,460.76,255.45,6123.14,175.73,612.13,143.59,49.57,41.76,91.7,86.42,65.09,68.98,934194.89,2.98,96.68,61.05,55.89,159.18,Green Roofing Sheets,Very High,UltraTech EcoBuild,Ahmedabad,23.2,Low,Highly Recoverable,51.64,2025-03-21
RWAI-103971,Buch Group,Tiruppur,Industrial Dyeing,Printing Dye Residue,Organic,8691.11,Chromium,6.06,505.77,282.61,4854.37,405.49,2091.02,172.98,25.94,52.9,27.51,29.99,51.67,66.77,180474.2,9.25,73.13,14.48,54.69,314.24,Acoustic Insulation Panels,Medium,Reliance Circular Ventures,Mumbai,4.9,Low,Needs Advanced Treatment,57.16,2024-12-19
RWAI-103972,"Lanka, Kala and Dua",Indore,Leather Processing,Synthetic Yarn Waste,Leather,539.4,Lead,5.63,832.02,129.84,563.71,479.04,748.5,155.68,33.75,23.97,67.37,54.62,73.19,17.11,2275144.44,9.55,43.85,35.01,55.67,178.76,Recycled Fiber Boards,Emerging,Reliance Circular Ventures,Indore,27.6,Low,Low Recovery Potential,63.58,2024-01-13
RWAI-103973,Bhattacharyya Inc,Ahmedabad,Chemical Processing,Textile Dye Waste,Chemical,8156.08,Heavy Metals,6.75,824.13,273.38,6406.65,176.31,5014.55,489.16,32.42,58.5,29.39,29.84,60.5,9.51,1663317.31,6.57,80.66,75.8,53.35,138.16,Circular Fashion Fibers,Medium,EcoPack India,Indore,16.8,Medium,Highly Recoverable,85.81,2023-12-04
RWAI-103974,"Swamy, Majumdar and Chad",Jaipur,Fabric Export Unit,Mixed Textile Waste,Mixed,3500.4,High TDS,6.94,708.01,202.06,3137.82,314.36,2579.13,246.04,65.96,30.36,25.25,22.48,30.51,14.67,639122.47,4.75,64.76,29.47,88.85,286.97,Sustainable Wall Tiles,Medium,Tata Sustainable Materials,Indore,17.5,Medium,Needs Advanced Treatment,68.19,2025-06-04
RWAI-103975,"Chad, Rajagopalan and Sant",Tiruppur,Industrial Dyeing,Leather Processing Waste,Mixed,437.13,Chromium,6.37,754.15,574.43,2866.83,470.63,4435.9,238.65,26.27,48.94,33.96,31.41,77.26,27.95,282241.57,9.21,68.85,52.49,56.08,208.88,Eco Bricks,High,Adani Circular Infra,Mumbai,7.2,High,Low Recovery Potential,45.19,2026-04-26
RWAI-103976,Ben and Sons,Coimbatore,Leather Processing,Industrial Wastewater,Textile,4094.54,Organic Contaminants,9.01,320.14,597.26,760.33,47.34,710.42,254.47,28.09,52.61,32.23,30.14,91.79,68.58,1774084.3,7.9,76.7,31.05,54.79,18.24,Circular Fashion Fibers,High,Godrej Interio Eco,Tiruppur,31.7,High,Low Recovery Potential,97.93,2026-01-31
RWAI-103977,"Bhalla, Baral and Issac",Surat,Textile Manufacturing,Synthetic Yarn Waste,Polymer,6734.95,Oil Residue,9.17,775.96,134.36,867.35,387.2,5332.82,175.77,38.26,44.64,32.98,35.91,42.96,35.47,1170866.23,5.14,71.81,21.22,48.33,93.86,Sustainable Ceiling Panels,Medium,JSW Green Materials,Ludhiana,32.4,High,Highly Recoverable,46.52,2024-02-07
RWAI-103978,Dhaliwal Group,Kanpur,Garment Processing,Fabric Scraps,Organic,4933.15,Lead,8.2,624.32,315.54,1488.97,63.42,571.93,194.49,19.68,55.75,58.24,61.03,93.43,50.1,874753.51,1.56,94.66,32.34,91.51,96.07,Eco Furniture Boards,Very High,Mahindra Sustainable Solutions,Indore,20.7,Medium,Low Recovery Potential,54.84,2026-03-01
RWAI-103979,Chakraborty PLC,Kanpur,Garment Processing,Chemical Effluent,Mixed,5734.83,Color Pigments,6.95,514.57,588.69,1658.51,467.03,1414.32,362.23,45.63,37.94,61.24,46.2,68.97,22.01,1636332.29,1.67,79.65,55.17,40.05,441.68,Sustainable Wall Tiles,Emerging,Godrej Interio Eco,Coimbatore,12.7,Medium,Highly Recoverable,63.72,2024-08-02
RWAI-103980,"Din, Ravel and Shah",Jaipur,Chemical Processing,Polyester Sludge,Mixed,7482.05,Lead,6.23,999.92,428.66,4438.15,270.98,4298.38,241.84,45.28,56.0,54.34,61.58,64.62,48.43,1369572.31,9.32,47.3,63.09,31.14,484.73,Eco Bricks,High,Mahindra Sustainable Solutions,Tiruppur,6.9,Low,Low Recovery Potential,89.56,2023-05-10
RWAI-103981,Dar Group,Panipat,Synthetic Fiber Plant,Polyester Sludge,Mixed,6124.21,Sulfide,6.61,110.27,383.85,5940.16,45.39,5841.49,459.71,46.73,51.76,71.81,61.75,78.47,11.12,106535.81,2.67,68.39,67.18,59.1,83.51,Eco Furniture Boards,High,UltraTech EcoBuild,Noida,31.2,Medium,Needs Advanced Treatment,91.24,2025-04-23
RWAI-103982,Mander and Sons,Ahmedabad,Leather Processing,Synthetic Yarn Waste,Leather,2880.05,Low Contamination,7.22,859.63,416.96,6889.62,169.45,1664.54,5.08,10.61,20.88,56.85,52.77,93.41,38.32,1366664.07,5.87,44.89,70.56,32.65,214.92,Automotive Soundproof Panels,Very High,Greenply Industries,Mumbai,32.2,Low,Moderately Recoverable,55.07,2024-02-27
RWAI-103983,"Sankar, Doshi and Kalita",Panipat,Chemical Processing,Fabric Scraps,Leather,3586.22,Low Contamination,8.57,818.54,382.64,7376.51,79.09,118.35,45.84,64.15,30.28,83.9,74.73,43.86,64.89,306065.84,1.23,61.63,35.76,42.74,141.17,Recycled Fiber Boards,Medium,Reliance Circular Ventures,Jaipur,5.4,Medium,Highly Recoverable,61.33,2025-02-01
RWAI-103984,"Chauhan, Devan and Vyas",Kanpur,Synthetic Fiber Plant,Leather Processing Waste,Polymer,1388.99,Heavy Metals,5.26,463.42,218.92,1368.75,353.29,1597.05,190.52,40.82,31.32,35.49,30.84,62.13,11.53,136643.45,2.36,96.19,69.55,40.29,195.68,Eco Packaging Sheets,Medium,Adani Circular Infra,Tiruppur,28.8,High,Highly Recoverable,44.27,2024-07-10
RWAI-103985,"Loke, Bobal and Dalal",Jaipur,Industrial Dyeing,Leather Processing Waste,Mixed,4624.24,Heavy Metals,5.74,119.44,361.04,7326.45,367.11,1890.84,249.04,47.43,35.52,40.81,42.17,26.32,20.04,1461536.75,7.28,89.67,28.17,42.05,193.37,Eco Packaging Sheets,Medium,EcoPack India,Tiruppur,10.8,High,Highly Recoverable,54.75,2023-05-18
RWAI-103986,Chandran Ltd,Coimbatore,Synthetic Fiber Plant,Industrial Wastewater,Chemical,8070.74,Organic Contaminants,8.47,273.56,143.8,2050.53,346.57,5916.89,114.07,63.44,40.31,63.41,72.17,82.8,36.65,400173.18,9.7,80.91,32.17,53.12,176.04,Recycled Plastic Lumber,Emerging,Mahindra Sustainable Solutions,Surat,19.0,Medium,Highly Recoverable,56.16,2025-09-18
RWAI-103987,Ravi-Gill,Noida,Chemical Processing,Synthetic Yarn Waste,Polymer,2129.85,Lead,7.74,356.41,304.82,6427.81,309.98,199.88,114.18,39.01,35.53,74.17,68.88,23.39,48.2,2407110.8,6.04,58.29,50.0,87.79,94.41,Biodegradable Packaging,High,Mahindra Sustainable Solutions,Jaipur,4.2,Medium,Highly Recoverable,76.88,2024-10-19
RWAI-103988,Bhatt LLC,Ludhiana,Industrial Dyeing,Industrial Wastewater,Chemical,6237.35,Sulfide,8.47,974.5,219.02,6533.36,34.06,5920.87,223.99,10.88,58.07,68.93,58.81,41.03,33.72,1291900.57,1.55,96.07,33.1,55.99,75.83,Eco Paver Blocks,Emerging,RenewBuild India,Indore,3.6,Low,Needs Advanced Treatment,97.75,2024-09-25
RWAI-103989,"Sachdev, Rattan and Virk",Indore,Chemical Processing,Plastic Laminate Waste,Chemical,4356.19,Chromium,5.43,997.68,186.54,7316.52,214.01,392.24,58.62,7.96,26.02,54.12,50.26,24.1,61.46,1939999.17,6.25,62.23,88.39,34.19,67.4,Textile Composite Panels,Emerging,JSW Green Materials,Ludhiana,25.5,High,Low Recovery Potential,80.23,2024-01-11
RWAI-103990,Dasgupta-Ram,Jaipur,Garment Processing,Polyester Sludge,Chemical,4889.78,Color Pigments,7.32,828.08,481.07,7070.18,479.55,246.27,49.59,21.06,33.04,88.12,98.98,74.07,28.74,2376276.75,3.05,49.95,32.05,30.52,242.44,Thermal Insulation Mats,Medium,RenewBuild India,Ludhiana,26.7,Low,Moderately Recoverable,85.99,2025-10-24
RWAI-103991,Balan LLC,Panipat,Fabric Export Unit,Synthetic Yarn Waste,Organic,9824.27,Oil Residue,9.07,586.26,102.68,400.16,24.62,386.15,463.2,12.54,57.21,79.4,66.85,22.56,18.07,199037.64,4.06,46.58,88.4,34.6,452.5,Eco Packaging Sheets,Emerging,EcoPack India,Coimbatore,9.1,Medium,Highly Recoverable,51.58,2023-06-30
RWAI-103992,"Chana, Sahni and Mani",Tiruppur,Synthetic Fiber Plant,Plastic Laminate Waste,Mixed,1447.88,Lead,8.92,1167.21,144.07,7130.28,104.02,701.61,323.88,6.45,32.16,55.58,49.43,27.56,52.77,1013891.56,6.28,65.57,25.33,83.51,445.59,Sustainable Ceiling Panels,Medium,Adani Circular Infra,Ludhiana,33.6,Low,Needs Advanced Treatment,76.68,2024-10-31
RWAI-103993,Suresh and Sons,Ahmedabad,Industrial Dyeing,Printing Dye Residue,Chemical,4669.38,Lead,8.86,1191.36,368.42,1149.53,178.58,1033.37,249.81,49.73,48.26,63.92,62.45,45.67,22.42,1612027.84,6.27,42.38,34.35,46.72,208.48,Low-Cost Modular Panels,Emerging,Greenply Industries,Panipat,23.0,Medium,Moderately Recoverable,86.04,2026-01-28
RWAI-103994,Kaur-Ramaswamy,Indore,Leather Processing,Plastic Laminate Waste,Textile,8081.46,Sulfide,5.23,508.24,487.75,2867.63,412.76,2215.21,236.08,48.14,41.08,66.23,50.76,42.87,74.3,1566262.61,7.09,42.31,35.81,93.06,70.27,Recycled Fiber Boards,High,Adani Circular Infra,Tiruppur,20.5,High,Highly Recoverable,50.56,2025-08-31
RWAI-103995,"Vala, Kohli and Chander",Jaipur,Synthetic Fiber Plant,Printing Dye Residue,Polymer,911.79,Chromium,6.81,105.84,127.09,2894.73,45.23,5438.75,362.17,27.44,49.19,63.32,53.66,93.59,44.75,971411.2,7.82,46.96,32.87,56.49,382.73,Eco Packaging Sheets,High,Reliance Circular Ventures,Noida,10.2,Low,Highly Recoverable,31.01,2026-01-02
RWAI-103996,"Borra, Dhillon and Chaudhari",Bhiwandi,Textile Manufacturing,Cotton Fiber Waste,Mixed,8798.41,High TDS,8.05,662.9,452.8,2310.6,360.28,2131.96,284.34,25.54,36.94,62.36,49.69,58.06,30.63,2465569.73,6.74,78.05,40.64,71.86,164.63,Textile Composite Panels,Medium,Mahindra Sustainable Solutions,Ludhiana,25.7,High,Highly Recoverable,80.77,2024-06-26
RWAI-103997,"Vaidya, Goyal and Manda",Bhiwandi,Textile Manufacturing,Textile Dye Waste,Organic,7036.14,Lead,7.55,1141.56,373.56,7841.23,447.51,3558.88,464.86,57.09,37.15,45.93,52.26,45.69,36.45,1069938.76,1.09,50.55,12.78,72.73,124.35,Circular Fashion Fibers,Emerging,Godrej Interio Eco,Noida,13.4,High,Highly Recoverable,79.9,2025-11-26
RWAI-103998,Sarma-Kibe,Jaipur,Chemical Processing,Cotton Fiber Waste,Mixed,7183.9,High TDS,8.27,373.48,573.32,6676.65,214.94,674.41,163.48,33.72,44.47,65.52,67.77,79.87,53.9,1018333.57,6.79,96.32,79.15,24.39,55.04,Acoustic Insulation Panels,Medium,Mahindra Sustainable Solutions,Ludhiana,13.0,High,Highly Recoverable,85.32,2024-07-08
RWAI-103999,"Dhar, Kannan and Koshy",Ludhiana,Textile Manufacturing,Leather Processing Waste,Mixed,982.46,Oil Residue,8.35,1012.21,68.62,4891.78,222.02,380.09,447.91,25.71,39.74,51.39,46.05,73.23,48.63,1190616.76,1.98,45.73,48.8,33.6,423.8,Low-Cost Modular Panels,High,JSW Green Materials,Tiruppur,11.9,High,Needs Advanced Treatment,77.44,2024-07-16
RWAI-104000,Kannan-Tara,Indore,Textile Manufacturing,Polyester Sludge,Leather,4989.26,Sulfide,4.53,507.51,545.28,3169.96,345.53,4649.91,226.52,63.45,53.83,60.33,55.58,67.15,61.12,122595.59,10.0,75.9,32.23,93.48,387.26,Automotive Soundproof Panels,Very High,Tata Sustainable Materials,Noida,29.4,High,Moderately Recoverable,57.98,2024-12-30
RWAI-104001,Singh-Mani,Surat,Textile Manufacturing,Printing Dye Residue,Chemical,5994.02,Sulfide,7.01,967.22,411.08,2800.82,221.21,4225.59,386.92,15.33,26.41,30.58,24.47,33.75,45.13,299145.21,9.96,71.68,79.96,53.53,249.24,Industrial Absorbent Pads,High,EcoPack India,Panipat,4.7,Medium,Moderately Recoverable,45.37,2025-11-30
RWAI-104002,"Andra, Vala and Saha",Indore,Industrial Dyeing,Plastic Laminate Waste,Organic,3900.29,High TDS,5.57,1079.96,493.4,2325.17,71.36,2064.86,208.65,24.19,49.61,25.77,19.42,47.18,31.27,1274490.74,7.03,81.08,65.62,86.42,213.63,Low-Cost Modular Panels,Very High,EcoPack India,Surat,24.8,Low,Needs Advanced Treatment,62.15,2023-10-20
RWAI-104003,Ghosh-Bahl,Coimbatore,Chemical Processing,Mixed Textile Waste,Leather,2470.82,Heavy Metals,7.36,1149.91,309.01,517.79,267.59,2217.39,288.56,28.4,24.68,54.6,42.8,25.75,37.79,1062963.53,8.2,83.27,74.17,46.7,431.19,Sustainable Wall Tiles,Very High,Birla Eco Materials,Ludhiana,7.5,Medium,Low Recovery Potential,31.4,2024-08-03
RWAI-104004,Sandhu-Ramaswamy,Jaipur,Industrial Dyeing,Printing Dye Residue,Leather,9549.69,Low Contamination,4.74,543.7,193.54,1166.35,403.48,2519.24,268.44,56.42,37.88,27.38,26.47,22.82,74.4,517133.79,6.53,86.57,50.87,26.18,320.16,Acoustic Insulation Panels,High,Adani Circular Infra,Ahmedabad,4.2,Low,Highly Recoverable,85.69,2024-09-06
RWAI-104005,Das-Lala,Indore,Garment Processing,Plastic Laminate Waste,Leather,7567.04,Chromium,6.05,607.7,506.16,7214.7,349.62,1117.86,296.73,69.31,59.87,52.25,50.45,63.43,25.28,2146489.4,3.69,55.73,75.45,24.75,196.15,Industrial Absorbent Pads,Very High,Asian Paints Eco Division,Bhiwandi,34.7,Medium,Needs Advanced Treatment,68.05,2025-08-24
RWAI-104006,Kannan-Chatterjee,Mumbai,Textile Manufacturing,Leather Processing Waste,Textile,3177.03,High TDS,7.17,484.18,327.25,6676.02,31.54,189.1,405.07,31.27,41.88,65.61,63.41,65.12,24.43,1811322.72,2.66,96.5,33.72,31.51,16.32,Eco Furniture Boards,High,Greenply Industries,Coimbatore,31.3,Low,Needs Advanced Treatment,50.66,2023-07-31
RWAI-104007,"Talwar, Bhalla and Bir",Ludhiana,Chemical Processing,Cotton Fiber Waste,Polymer,1416.33,Low Contamination,7.4,1097.25,32.7,2508.61,172.53,2776.59,470.08,20.82,59.6,50.61,52.4,58.79,21.03,1966894.31,9.14,88.66,53.68,33.61,8.27,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Kanpur,29.0,Low,Needs Advanced Treatment,92.39,2024-03-11
RWAI-104008,Kumer-Baria,Kanpur,Textile Manufacturing,Cotton Fiber Waste,Mixed,4966.22,Heavy Metals,6.93,867.51,569.08,6919.39,203.69,896.91,31.83,20.86,26.82,38.06,35.99,34.7,49.43,1424040.88,9.43,70.7,19.88,51.23,118.75,Automotive Soundproof Panels,Very High,EcoPack India,Mumbai,33.5,High,Needs Advanced Treatment,72.45,2024-08-27
RWAI-104009,Warrior PLC,Ahmedabad,Leather Processing,Cotton Fiber Waste,Organic,1645.82,High TDS,5.78,625.84,399.31,4975.85,335.48,3530.36,137.98,47.13,43.14,82.46,74.44,25.83,9.0,2067629.19,5.33,60.44,86.79,23.82,279.04,Compressed Construction Blocks,High,Godrej Interio Eco,Tiruppur,23.6,Low,Needs Advanced Treatment,39.44,2023-08-07
RWAI-104010,Behl Ltd,Mumbai,Garment Processing,Chemical Effluent,Leather,5961.47,Organic Contaminants,8.1,1161.48,427.27,7973.93,234.35,645.44,51.03,35.57,52.92,46.42,46.06,86.41,19.28,2091146.64,2.32,50.56,81.48,40.95,369.13,Acoustic Insulation Panels,Medium,Tata Sustainable Materials,Noida,8.9,Low,Low Recovery Potential,85.22,2023-10-16
RWAI-104011,Tara Ltd,Kanpur,Fabric Export Unit,Printing Dye Residue,Organic,3660.19,Low Contamination,7.65,183.63,412.91,5132.6,439.0,5569.93,33.74,10.65,28.47,70.06,77.61,96.28,74.79,1924132.01,8.69,87.75,33.03,84.38,49.32,Compressed Construction Blocks,Medium,UltraTech EcoBuild,Bhiwandi,3.2,Low,Low Recovery Potential,81.52,2024-05-31
RWAI-104012,Rao-Toor,Panipat,Industrial Dyeing,Mixed Textile Waste,Textile,2620.44,Lead,6.0,961.73,222.7,1602.6,423.57,5649.52,244.87,55.27,55.11,59.43,45.11,20.22,66.37,1767352.35,3.27,67.47,22.31,51.07,22.45,Recycled Fiber Boards,High,JSW Green Materials,Coimbatore,9.2,Medium,Low Recovery Potential,67.2,2026-04-29
