batch_id,factory_name,city,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,recommended_product,recommended_buyer,upload_date
RW-10742,Davis-Coleman,Ludhiana,Cotton Wastewater,Mixed,4928.18,Sulfide,7.33,860.56,28.43,3461.51,95.96,636.63,173.85,4.84,27.97,95.89,83.45,81.81,6.15,73474.22,Industrial Pigments,EcoPack Solutions,2026-02-23
RW-10743,Smith PLC,Surat,Sludge,Organic,1083.39,Organic Contaminants,7.51,334.27,240.64,3205.51,241.74,3698.21,7.5,44.86,47.44,34.25,33.49,80.87,47.23,409306.89,Acoustic Panels,RenewLoop Manufacturing,2024-07-29
RW-10744,Williams Ltd,Kanpur,Textile Dye Waste,Organic,400.05,High TDS,7.41,666.69,257.83,3704.13,242.28,3667.31,142.55,29.93,21.7,91.86,90.03,51.81,55.71,45747.03,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-09-01
RW-10745,Roberts-Wagner,Surat,Synthetic Fiber Residue,Mixed,602.82,Organic Contaminants,7.09,774.37,300.86,2740.42,275.49,1351.0,9.02,32.13,41.04,65.83,67.99,82.18,32.99,353384.97,Industrial Pigments,RenewLoop Manufacturing,2025-10-02
RW-10746,Miller Inc,Surat,Chemical Effluent,Polymer,4784.07,Oil Residue,7.07,645.16,18.79,1571.45,243.81,1707.96,43.72,26.04,44.88,45.8,42.7,86.28,44.48,42345.49,Industrial Pigments,EcoPack Solutions,2025-06-20
RW-10747,"Montoya, Joseph and Williamson",Kanpur,Textile Dye Waste,Chemical,3934.95,Chromium,5.4,611.57,384.81,4451.56,47.43,864.38,19.94,37.39,54.02,42.46,43.17,85.66,54.89,267184.07,Eco Bricks,EcoPack Solutions,2025-12-08
RW-10748,"Long, Grant and Cooke",Coimbatore,Sludge,Textile,1336.24,Oil Residue,6.64,733.81,44.95,3423.8,138.82,165.43,41.95,4.54,48.35,49.1,38.45,38.86,24.49,447245.44,Eco Packaging,UrbanEco Materials,2025-03-01
RW-10749,"Kemp, Hardy and Payne",Jaipur,Sludge,Textile,2678.39,Color Pigments,8.42,497.88,188.12,4604.85,242.72,3024.38,37.61,50.31,45.75,44.54,31.33,58.26,40.1,85950.95,Recycled Fiber Sheets,GreenBuild Industries,2026-03-19
RW-10750,"Johnson, Ayers and King",Jaipur,Synthetic Fiber Residue,Chemical,4746.1,Heavy Metals,8.44,761.66,241.6,279.77,284.33,1053.2,147.81,59.78,28.45,77.73,64.47,59.46,50.54,309245.73,Eco Bricks,SustainFab Industries,2025-03-09
RW-10751,West-Ruiz,Mumbai,Sludge,Organic,4998.57,Color Pigments,8.9,131.66,375.41,1726.44,289.28,121.33,40.27,34.32,39.89,61.55,45.13,49.37,31.28,370786.96,Acoustic Panels,CircularTex Pvt Ltd,2025-03-12
RW-10752,Dunn Ltd,Tiruppur,Fabric Scraps,Textile,1161.49,Sulfide,5.21,151.53,260.71,3057.65,153.45,3883.46,197.15,36.26,29.57,47.43,43.01,56.23,6.84,243927.38,Industrial Pigments,RenewLoop Manufacturing,2026-03-12
RW-10753,Gibbs-Sawyer,Mumbai,Synthetic Fiber Residue,Mixed,3343.71,Low Contamination,6.04,583.96,20.84,2744.2,230.57,1579.11,142.76,26.17,47.13,52.06,37.63,22.42,5.79,258211.94,Insulation Boards,CircularTex Pvt Ltd,2025-10-29
RW-10754,Moody Inc,Mumbai,Textile Dye Waste,Mixed,4630.78,High TDS,7.12,617.07,274.66,4875.61,266.52,1269.22,46.31,29.79,20.1,20.95,14.78,57.16,59.64,497384.56,Recycled Fiber Sheets,EcoPack Solutions,2024-07-20
RW-10755,"Long, Davis and Robinson",Coimbatore,Textile Dye Waste,Mixed,3213.52,Chromium,7.36,408.05,111.87,4385.05,202.02,1065.38,196.37,42.7,21.09,44.76,33.83,45.66,26.54,287987.3,Recycled Fiber Sheets,EcoPack Solutions,2025-07-20
RW-10756,"Jones, Torres and Johnson",Coimbatore,Synthetic Fiber Residue,Textile,4021.18,High TDS,4.58,691.5,236.9,2528.1,140.28,447.51,120.89,22.61,27.04,43.29,35.34,70.87,30.4,399054.03,Eco Packaging,UrbanEco Materials,2024-11-04
RW-10757,Vargas-Chandler,Ludhiana,Cotton Wastewater,Mixed,3385.09,Sulfide,6.56,258.8,374.55,1244.26,211.16,1665.55,6.81,38.62,27.49,50.35,45.76,93.7,59.19,244900.62,Insulation Boards,RenewLoop Manufacturing,2026-01-09
RW-10758,Fisher-Lambert,Ludhiana,Synthetic Fiber Residue,Chemical,1905.74,Chromium,6.06,723.32,365.55,4974.74,262.61,3163.91,70.43,50.82,47.9,43.57,38.41,29.34,36.74,42389.84,Eco Bricks,GreenBuild Industries,2025-10-21
RW-10759,Wheeler-Nelson,Ahmedabad,Synthetic Fiber Residue,Chemical,403.27,Microplastics,7.78,215.65,259.96,2352.16,218.99,1530.88,138.4,9.21,40.71,51.87,39.5,46.39,28.64,484731.57,Eco Packaging,EcoPack Solutions,2025-01-26
RW-10760,"Palmer, Thompson and Dickerson",Tiruppur,Chemical Effluent,Mixed,2808.62,Sulfide,5.89,849.09,218.66,2517.42,10.21,1898.46,74.17,2.52,25.45,46.13,46.75,86.42,5.1,26661.77,Insulation Boards,CircularTex Pvt Ltd,2025-08-20
RW-10761,Morris-Miller,Coimbatore,Cotton Wastewater,Chemical,3365.37,Lead,5.57,413.94,226.66,1635.13,49.79,113.54,131.96,29.47,23.46,94.09,90.63,90.69,24.81,460924.63,Industrial Pigments,GreenBuild Industries,2025-01-26
RW-10762,"Rangel, Gill and Norris",Mumbai,Chemical Effluent,Organic,3726.71,Organic Contaminants,8.99,646.95,288.4,1399.78,284.38,390.34,163.75,14.27,33.09,72.34,66.96,71.16,40.95,22359.4,Recycled Fiber Sheets,CircularTex Pvt Ltd,2024-11-05
RW-10763,Atkins and Sons,Coimbatore,Industrial Wastewater,Organic,1869.19,Color Pigments,6.63,158.93,169.1,2606.26,142.73,2220.6,193.87,14.62,21.69,96.57,69.32,68.24,29.36,125394.6,Insulation Boards,RenewLoop Manufacturing,2025-08-22
RW-10764,Brown PLC,Kanpur,Cotton Wastewater,Organic,3369.09,Heavy Metals,7.64,169.77,123.39,4415.08,138.05,3438.44,28.58,2.43,30.32,74.34,75.98,79.76,13.48,71777.42,Recycled Fiber Sheets,EcoPack Solutions,2025-05-15
RW-10765,Cameron LLC,Mumbai,Polyester Fiber Scrap,Mixed,1528.93,Lead,7.31,88.96,115.03,3152.1,94.7,2533.28,28.33,4.28,54.79,91.63,90.97,57.25,9.79,484624.32,Recycled Fiber Sheets,CircularTex Pvt Ltd,2025-01-08
RW-10766,"Baker, Gilmore and Wong",Ludhiana,Textile Dye Waste,Mixed,390.72,High TDS,5.89,795.33,311.57,4594.44,298.6,2947.77,139.34,55.74,44.86,67.36,59.41,71.28,52.94,259686.98,Eco Bricks,GreenBuild Industries,2025-04-21
RW-10767,Thompson Inc,Ludhiana,Chemical Effluent,Mixed,1852.04,Sulfide,6.78,638.73,185.42,1529.34,20.93,1739.5,121.05,14.47,47.03,74.9,70.15,42.39,19.45,194337.66,Industrial Pigments,SustainFab Industries,2025-11-12
RW-10768,"Williams, Jackson and Davis",Mumbai,Chemical Effluent,Chemical,747.52,Microplastics,6.99,665.29,102.38,3948.8,205.45,2509.73,111.54,46.91,43.69,91.62,100.22,67.11,13.75,263274.5,Insulation Boards,UrbanEco Materials,2025-07-15
RW-10769,"Campos, Williams and Pitts",Mumbai,Dye Residue,Chemical,4927.31,Oil Residue,8.17,499.05,234.02,651.72,232.94,1216.6,62.58,39.76,30.74,70.85,55.12,34.38,43.94,328379.7,Eco Bricks,GreenBuild Industries,2026-02-08
RW-10770,Poole Ltd,Mumbai,Fabric Scraps,Mixed,3303.31,Microplastics,8.88,423.14,159.34,2881.59,42.56,1722.66,75.34,53.66,33.52,65.65,59.12,54.59,40.86,50554.98,Industrial Pigments,RenewLoop Manufacturing,2024-08-04
RW-10771,Howell-Landry,Jaipur,Dye Residue,Chemical,3929.64,Lead,5.54,117.55,254.27,762.56,159.99,317.18,32.09,56.59,20.51,66.2,48.96,79.04,17.35,364801.4,Eco Bricks,RenewLoop Manufacturing,2025-10-17
RW-10772,"Rodriguez, Williams and Gonzalez",Tiruppur,Fabric Scraps,Textile,1638.39,Organic Contaminants,5.87,853.31,52.75,4711.81,65.29,2541.78,57.76,2.54,44.27,31.59,24.69,92.18,28.38,201634.87,Insulation Boards,RenewLoop Manufacturing,2025-09-03
RW-10773,Roberts-Parker,Ludhiana,Mixed Textile Waste,Organic,197.11,Lead,5.1,473.87,92.47,4084.13,20.0,1006.61,189.04,39.82,33.08,87.37,82.02,50.98,37.14,160953.42,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-11-10
RW-10774,Oliver Ltd,Jaipur,Mixed Textile Waste,Mixed,4266.11,Lead,4.75,214.24,317.03,2478.12,113.52,2357.23,38.64,4.59,36.61,63.09,69.39,60.71,13.31,378815.45,Insulation Boards,GreenBuild Industries,2026-05-04
RW-10775,Mccullough Ltd,Coimbatore,Chemical Effluent,Chemical,2555.46,Sulfide,6.35,831.36,81.45,3787.74,186.79,415.32,105.33,21.39,33.31,41.94,38.46,89.82,39.83,494235.5,Insulation Boards,SustainFab Industries,2025-05-14
RW-10776,Bradshaw Group,Surat,Polyester Fiber Scrap,Textile,2673.08,Low Contamination,5.33,247.18,77.6,4296.72,281.54,2224.2,13.19,15.1,22.0,61.33,66.05,89.16,24.26,422556.15,Eco Packaging,CircularTex Pvt Ltd,2026-02-09
RW-10777,Gaines-Miller,Ludhiana,Synthetic Fiber Residue,Polymer,2828.03,Chromium,8.77,692.01,109.34,1452.17,89.84,2265.71,173.4,34.73,20.18,27.06,27.57,52.82,54.54,253548.0,Eco Packaging,RenewLoop Manufacturing,2024-07-01
RW-10778,"Yates, Richardson and Patel",Tiruppur,Polyester Fiber Scrap,Organic,4440.51,Chromium,6.14,496.24,193.15,1152.51,185.23,630.26,111.85,12.2,25.64,63.03,57.75,87.77,26.24,41320.57,Insulation Boards,SustainFab Industries,2024-07-17
RW-10779,Walker Ltd,Jaipur,Polyester Fiber Scrap,Mixed,310.32,Color Pigments,4.87,594.1,125.26,2197.32,80.35,2916.34,157.01,3.75,39.31,21.97,21.64,24.44,48.86,221896.63,Insulation Boards,UrbanEco Materials,2026-04-28
RW-10780,Garcia LLC,Ludhiana,Sludge,Mixed,1085.17,Oil Residue,8.58,616.08,209.74,669.25,165.81,488.6,177.24,16.93,20.77,34.88,33.94,33.35,15.28,390543.05,Industrial Pigments,SustainFab Industries,2026-03-27
RW-10781,"Martinez, Edwards and Lynn",Surat,Fabric Scraps,Mixed,1262.8,Lead,6.0,141.95,257.19,3148.7,166.16,870.04,17.47,36.62,49.51,87.02,84.38,31.22,29.82,44203.64,Insulation Boards,CircularTex Pvt Ltd,2024-05-24
RW-10782,"Ramsey, Campbell and Cox",Jaipur,Chemical Effluent,Polymer,223.84,Oil Residue,7.66,781.37,309.56,228.75,81.64,250.69,18.2,49.86,35.66,35.19,36.85,92.39,33.34,265748.72,Acoustic Panels,EcoPack Solutions,2024-08-14
RW-10783,"Baker, Shaw and Cruz",Tiruppur,Cotton Wastewater,Chemical,1296.24,Color Pigments,4.99,808.01,320.0,3372.7,190.71,3964.8,24.36,59.51,28.28,56.83,55.77,51.81,20.56,431548.84,Acoustic Panels,RenewLoop Manufacturing,2024-06-17
RW-10784,Foley and Sons,Surat,Industrial Wastewater,Chemical,268.77,Microplastics,7.97,867.41,271.45,1955.75,232.11,624.75,150.47,9.59,50.23,49.34,35.95,50.95,5.39,239487.42,Recycled Fiber Sheets,GreenBuild Industries,2024-05-31
RW-10785,Williams-Gutierrez,Coimbatore,Textile Dye Waste,Mixed,4470.46,Low Contamination,5.01,615.51,341.1,3877.73,120.78,3446.32,176.8,17.27,42.94,24.0,24.41,80.48,31.8,497950.42,Recycled Fiber Sheets,EcoPack Solutions,2026-02-08
RW-10786,Sloan-Davis,Ludhiana,Industrial Wastewater,Chemical,2712.51,High TDS,5.94,816.78,105.59,756.86,297.4,2581.62,33.38,24.27,30.57,31.67,30.9,64.18,33.04,382306.18,Eco Bricks,CircularTex Pvt Ltd,2025-11-11
RW-10787,Haney-Davies,Ludhiana,Fabric Scraps,Organic,3999.43,Color Pigments,8.42,815.0,12.26,2111.65,42.94,3816.92,90.76,13.36,43.57,85.32,91.86,56.28,59.22,116162.03,Recycled Fiber Sheets,UrbanEco Materials,2024-05-17
RW-10788,Peterson-Garcia,Kanpur,Fabric Scraps,Mixed,1386.9,High TDS,5.96,129.17,33.42,518.45,241.41,2660.69,71.11,51.23,38.8,96.28,70.67,44.7,29.6,259692.0,Eco Bricks,GreenBuild Industries,2026-04-04
RW-10789,"Ware, Young and Harrison",Coimbatore,Sludge,Organic,3673.82,Lead,4.99,830.25,386.11,3524.24,155.68,259.52,68.24,34.59,47.41,40.53,40.08,39.53,13.33,385586.92,Acoustic Panels,UrbanEco Materials,2025-04-16
RW-10790,"Ortiz, Perez and Friedman",Jaipur,Dye Residue,Polymer,2718.66,Color Pigments,8.93,285.49,231.85,511.63,220.53,928.37,175.01,4.14,29.72,36.18,29.2,59.47,52.21,113164.69,Eco Bricks,RenewLoop Manufacturing,2025-08-24
RW-10791,Mccormick LLC,Ahmedabad,Mixed Textile Waste,Chemical,4977.92,High TDS,7.07,295.28,160.99,3347.98,274.11,865.31,192.75,33.43,46.98,85.07,81.62,45.2,51.04,66696.83,Acoustic Panels,RenewLoop Manufacturing,2025-10-24
RW-10792,"Conley, Rogers and Lamb",Ahmedabad,Synthetic Fiber Residue,Organic,213.05,High TDS,7.17,324.9,375.19,4489.22,138.32,2350.53,149.87,9.46,45.72,94.34,73.71,32.72,40.47,310868.64,Acoustic Panels,GreenBuild Industries,2025-10-01
RW-10793,"Miranda, Campbell and Alexander",Coimbatore,Textile Dye Waste,Organic,4500.24,Oil Residue,6.91,498.07,244.82,3676.06,280.68,3050.52,29.0,31.82,29.45,88.39,85.25,45.65,23.88,140592.9,Eco Bricks,EcoPack Solutions,2025-03-17
RW-10794,Hoffman Inc,Coimbatore,Dye Residue,Chemical,1334.27,Lead,5.33,492.25,209.7,4881.79,79.36,2132.85,141.06,7.31,54.38,70.34,66.37,68.61,54.07,460162.65,Acoustic Panels,GreenBuild Industries,2026-01-19
RW-10795,"Bell, Willis and Lee",Tiruppur,Sludge,Chemical,3192.79,Heavy Metals,7.09,470.24,12.58,3447.23,168.95,730.09,189.86,58.53,36.27,52.61,39.82,20.19,16.98,127799.71,Eco Bricks,EcoPack Solutions,2025-10-15
RW-10796,"Murphy, Kennedy and Bryant",Ahmedabad,Dye Residue,Organic,220.5,Organic Contaminants,7.94,576.64,145.03,1636.86,185.13,747.97,58.95,27.01,41.57,72.08,58.38,90.7,28.43,342752.74,Industrial Pigments,RenewLoop Manufacturing,2024-12-24
RW-10797,"Byrd, Scott and Torres",Ahmedabad,Synthetic Fiber Residue,Textile,3303.11,Low Contamination,5.39,740.55,74.08,908.73,229.89,2956.46,188.43,29.4,36.91,74.89,75.57,87.8,24.9,279334.61,Recycled Fiber Sheets,EcoPack Solutions,2024-12-14
RW-10798,"Larson, Bass and Garcia",Ahmedabad,Cotton Wastewater,Polymer,4215.33,Heavy Metals,6.25,95.97,194.88,4593.82,273.27,3119.05,70.76,41.3,42.33,43.32,37.15,68.36,57.43,28029.91,Recycled Fiber Sheets,UrbanEco Materials,2025-10-22
RW-10799,Lambert Ltd,Kanpur,Fabric Scraps,Organic,2068.68,Color Pigments,5.83,51.33,105.31,2511.28,245.41,2585.65,93.59,51.29,54.25,75.03,71.36,44.28,40.95,374980.53,Acoustic Panels,SustainFab Industries,2025-02-03
RW-10800,"Perez, Vargas and Williams",Kanpur,Mixed Textile Waste,Textile,3265.07,Microplastics,6.16,791.35,196.85,1990.62,220.77,1510.45,83.03,5.36,48.13,83.32,90.66,39.01,18.71,26647.78,Eco Packaging,UrbanEco Materials,2025-09-02
RW-10801,King-Reeves,Surat,Cotton Wastewater,Organic,568.24,Sulfide,7.17,686.78,319.9,4108.44,254.23,2459.5,54.17,18.29,43.48,54.59,57.1,59.69,17.59,380356.24,Insulation Boards,SustainFab Industries,2024-11-12
RW-10802,Lambert PLC,Ludhiana,Chemical Effluent,Textile,122.55,Low Contamination,4.79,373.98,202.94,3825.46,194.64,3353.57,108.0,39.17,47.47,97.04,70.61,75.82,59.13,210952.26,Acoustic Panels,GreenBuild Industries,2025-01-30
RW-10803,"Flores, Murphy and Villa",Surat,Textile Dye Waste,Chemical,684.66,Lead,7.06,451.17,148.26,3373.89,229.97,2908.84,23.97,12.78,21.84,35.06,34.34,36.28,6.44,497717.21,Eco Packaging,UrbanEco Materials,2025-01-03
RW-10804,Roberts-Taylor,Ludhiana,Synthetic Fiber Residue,Textile,1288.48,Microplastics,6.15,252.16,37.92,471.15,265.81,774.55,191.1,6.11,34.35,78.89,64.17,46.78,43.69,191885.81,Eco Packaging,SustainFab Industries,2024-11-02
RW-10805,Hall-White,Tiruppur,Fabric Scraps,Organic,4736.77,Microplastics,5.46,215.01,126.04,4531.63,277.59,3947.26,77.27,44.38,22.54,85.04,91.62,70.78,23.77,121044.83,Eco Bricks,SustainFab Industries,2024-11-17
RW-10806,Henry-Murray,Jaipur,Chemical Effluent,Organic,4635.91,Sulfide,8.32,525.24,373.83,603.17,65.61,1757.19,169.35,54.46,49.51,62.14,52.12,94.82,57.07,127924.84,Eco Packaging,UrbanEco Materials,2025-10-19
RW-10807,"Hernandez, Crane and Snyder",Ahmedabad,Synthetic Fiber Residue,Polymer,1810.87,Oil Residue,7.33,499.81,214.44,4351.8,149.9,2705.25,177.13,23.34,35.28,70.6,61.92,55.89,25.69,321618.96,Recycled Fiber Sheets,EcoPack Solutions,2024-07-19
RW-10808,Li-Ayers,Kanpur,Industrial Wastewater,Organic,3875.35,Chromium,8.51,661.6,313.71,4744.98,54.19,2560.92,101.11,2.56,40.9,34.51,37.7,83.01,11.2,107039.36,Eco Packaging,GreenBuild Industries,2025-08-27
RW-10809,"Hernandez, Strong and Ferrell",Kanpur,Sludge,Textile,2901.74,Sulfide,8.87,390.83,29.49,2970.38,224.84,1061.9,101.83,40.35,31.05,52.73,50.27,24.58,48.12,22369.46,Insulation Boards,RenewLoop Manufacturing,2024-11-26
RW-10810,"Foley, Lane and Montgomery",Jaipur,Cotton Wastewater,Mixed,1771.29,Color Pigments,6.49,840.51,282.68,3137.19,183.95,2329.88,159.32,8.67,48.16,43.22,32.66,68.02,35.68,427675.94,Recycled Fiber Sheets,GreenBuild Industries,2025-10-27
RW-10811,Rodriguez and Sons,Coimbatore,Dye Residue,Mixed,763.59,High TDS,6.41,70.4,385.11,1090.4,64.95,3288.49,13.92,8.23,53.01,52.23,54.03,93.86,56.61,29010.96,Recycled Fiber Sheets,GreenBuild Industries,2024-06-25
RW-10812,Clay-Welch,Ludhiana,Polyester Fiber Scrap,Mixed,483.12,Oil Residue,8.97,163.3,132.97,3475.98,153.46,2454.64,17.27,42.11,49.26,78.81,60.95,20.38,5.88,365081.02,Industrial Pigments,SustainFab Industries,2026-01-11
RW-10813,Fowler LLC,Kanpur,Dye Residue,Chemical,344.31,Chromium,8.52,333.29,378.26,4526.21,40.23,3685.78,181.0,1.89,50.27,68.99,53.1,47.76,17.1,372299.71,Insulation Boards,EcoPack Solutions,2025-12-20
RW-10814,Lindsey Ltd,Mumbai,Chemical Effluent,Textile,767.89,Chromium,6.0,400.62,158.07,1481.87,263.66,2424.39,133.18,9.38,29.54,57.9,55.97,76.9,33.72,11605.62,Eco Packaging,CircularTex Pvt Ltd,2025-01-31
RW-10815,Blanchard-Flowers,Surat,Chemical Effluent,Mixed,3732.66,Oil Residue,6.54,114.32,67.43,3937.38,210.63,1465.1,143.29,14.6,38.58,20.34,17.6,73.72,49.67,487486.22,Insulation Boards,CircularTex Pvt Ltd,2025-12-23
RW-10816,Randolph Ltd,Mumbai,Polyester Fiber Scrap,Chemical,4901.94,Oil Residue,4.86,691.02,241.35,922.37,128.86,1994.18,22.95,42.54,38.24,38.3,37.11,30.56,15.87,462781.78,Acoustic Panels,RenewLoop Manufacturing,2025-03-08
RW-10817,Morris PLC,Mumbai,Dye Residue,Polymer,3863.93,Chromium,6.06,61.45,126.54,1066.7,299.23,3728.81,148.68,19.46,41.89,41.97,30.28,72.33,58.79,218644.9,Eco Bricks,SustainFab Industries,2025-12-18
RW-10818,"Butler, Adams and Salas",Ludhiana,Synthetic Fiber Residue,Organic,4397.94,Low Contamination,4.85,543.99,47.93,4277.58,240.97,1475.68,107.85,7.94,47.78,64.65,59.25,29.62,44.83,72015.07,Industrial Pigments,SustainFab Industries,2025-01-21
RW-10819,Bullock-Jordan,Surat,Mixed Textile Waste,Mixed,4252.03,Organic Contaminants,8.19,666.68,193.09,3265.09,105.8,3288.36,24.78,45.31,27.78,30.88,25.2,71.5,5.81,447501.21,Industrial Pigments,SustainFab Industries,2025-08-01
RW-10820,Chambers Inc,Ahmedabad,Polyester Fiber Scrap,Chemical,3250.31,High TDS,4.52,690.54,358.91,4709.52,95.3,3558.78,108.25,14.05,31.4,46.66,43.16,53.62,27.41,307318.27,Eco Bricks,SustainFab Industries,2026-03-26
RW-10821,Cooke LLC,Jaipur,Mixed Textile Waste,Mixed,1297.15,Sulfide,7.16,746.79,350.5,4155.21,294.32,3766.78,165.31,52.72,31.0,85.96,89.64,66.73,45.41,477015.3,Acoustic Panels,EcoPack Solutions,2025-02-22
RW-10822,Mitchell and Sons,Ahmedabad,Textile Dye Waste,Organic,4209.5,Heavy Metals,7.53,354.62,195.51,4775.46,281.21,313.48,143.35,15.28,43.17,75.45,56.5,95.0,39.05,461868.4,Acoustic Panels,GreenBuild Industries,2025-11-12
RW-10823,Franklin-Stewart,Ahmedabad,Dye Residue,Polymer,546.86,Low Contamination,4.87,262.73,205.81,274.52,151.19,3898.91,155.09,41.83,43.8,91.54,92.66,78.95,8.34,179307.34,Recycled Fiber Sheets,UrbanEco Materials,2024-11-13
RW-10824,Gray-Stephenson,Coimbatore,Dye Residue,Chemical,902.17,Oil Residue,6.51,287.1,156.21,1013.15,244.31,1244.96,9.93,11.17,37.19,31.9,26.65,24.24,38.8,208788.61,Eco Packaging,GreenBuild Industries,2024-09-13
RW-10825,Bell Group,Ludhiana,Fabric Scraps,Mixed,4566.81,Chromium,7.56,411.24,207.67,3119.14,282.15,917.86,87.88,29.54,26.0,96.48,105.85,55.46,9.82,424800.37,Insulation Boards,UrbanEco Materials,2024-05-25
RW-10826,Moore-Medina,Ludhiana,Synthetic Fiber Residue,Mixed,1346.86,Chromium,6.25,678.05,36.85,1905.08,17.52,1924.52,182.9,39.31,24.03,48.16,51.36,58.93,24.09,426038.62,Industrial Pigments,SustainFab Industries,2024-10-06
RW-10827,White-Sanchez,Ludhiana,Industrial Wastewater,Mixed,4359.43,Organic Contaminants,8.77,762.04,322.72,2331.12,220.41,3733.26,163.16,59.75,52.12,29.04,28.9,64.29,18.2,21013.21,Eco Bricks,GreenBuild Industries,2025-08-23
RW-10828,Nguyen-Dyer,Kanpur,Fabric Scraps,Chemical,2424.45,Low Contamination,4.8,854.42,245.53,3935.89,130.51,1605.97,115.88,42.0,22.6,60.66,51.27,57.69,35.08,377315.03,Industrial Pigments,RenewLoop Manufacturing,2025-10-07
RW-10829,Wilson Inc,Coimbatore,Dye Residue,Chemical,414.25,High TDS,5.44,135.84,121.36,3996.19,110.53,1026.7,149.73,51.69,43.07,39.86,31.32,78.4,38.64,322728.8,Industrial Pigments,SustainFab Industries,2024-11-01
RW-10830,Lowery PLC,Ahmedabad,Synthetic Fiber Residue,Mixed,965.26,Oil Residue,5.92,528.67,387.05,1033.91,120.49,3404.32,155.98,45.31,49.41,39.79,39.69,77.9,22.53,85523.91,Acoustic Panels,UrbanEco Materials,2024-11-04
RW-10831,Moss Ltd,Kanpur,Industrial Wastewater,Chemical,2662.15,Color Pigments,8.13,574.57,230.26,4764.01,247.18,2097.15,61.75,12.58,40.92,34.74,32.76,37.6,37.15,331215.19,Eco Bricks,GreenBuild Industries,2025-12-17
RW-10832,Torres and Sons,Kanpur,Textile Dye Waste,Textile,4122.49,Low Contamination,5.38,897.44,68.59,1948.82,82.19,3503.26,9.29,27.93,54.22,76.04,64.33,68.85,12.45,374971.98,Acoustic Panels,UrbanEco Materials,2024-07-18
RW-10833,"Hawkins, George and Cooper",Surat,Cotton Wastewater,Polymer,2092.16,Lead,7.44,251.52,167.21,596.66,81.49,3659.68,164.79,30.62,39.22,67.38,66.9,24.78,55.77,167900.14,Insulation Boards,UrbanEco Materials,2024-05-07
RW-10834,Anderson and Sons,Ludhiana,Dye Residue,Textile,2661.19,Sulfide,6.3,484.78,29.28,544.69,43.17,610.11,28.05,43.49,26.13,26.64,24.77,64.43,14.31,410711.57,Industrial Pigments,SustainFab Industries,2024-12-31
RW-10835,Ramirez PLC,Tiruppur,Textile Dye Waste,Chemical,3174.92,Lead,6.31,328.95,382.91,4204.88,41.16,551.88,173.4,39.07,52.4,45.08,42.23,21.53,21.31,189592.93,Eco Bricks,GreenBuild Industries,2025-02-14
RW-10836,"Smith, Ashley and Black",Ludhiana,Synthetic Fiber Residue,Chemical,1677.47,High TDS,8.75,235.94,328.83,4055.99,265.16,2946.97,104.68,51.12,36.17,92.88,84.76,53.58,29.29,15399.46,Eco Bricks,RenewLoop Manufacturing,2026-03-12
RW-10837,Hooper and Sons,Mumbai,Cotton Wastewater,Textile,1094.7,Microplastics,8.28,872.64,35.09,205.42,240.87,2782.74,170.65,9.15,39.81,46.91,36.78,52.02,36.87,443981.91,Eco Packaging,GreenBuild Industries,2025-01-10
RW-10838,"Wright, Sims and Marquez",Mumbai,Sludge,Polymer,1261.42,Chromium,7.25,370.25,385.83,2973.3,267.75,1899.2,105.17,4.58,24.2,80.58,82.99,32.24,28.42,497063.22,Industrial Pigments,CircularTex Pvt Ltd,2025-04-10
RW-10839,"Howard, Carey and Wise",Mumbai,Sludge,Mixed,1103.92,Color Pigments,6.63,312.94,323.31,3690.29,156.76,2815.05,121.66,50.64,24.62,35.62,33.07,36.63,57.08,468547.44,Acoustic Panels,GreenBuild Industries,2026-03-06
RW-10840,"King, Williams and Jones",Surat,Polyester Fiber Scrap,Mixed,4036.48,Color Pigments,9.0,710.05,57.34,374.37,188.55,2450.64,102.26,13.61,50.72,51.78,52.46,48.34,42.28,439718.3,Eco Bricks,RenewLoop Manufacturing,2024-09-17
RW-10841,Castillo Ltd,Mumbai,Dye Residue,Chemical,3300.38,Color Pigments,4.77,134.49,13.8,4254.28,31.98,819.73,162.8,46.39,34.46,93.08,83.87,50.5,52.16,374825.22,Recycled Fiber Sheets,EcoPack Solutions,2025-09-04
RW-10842,Moore LLC,Kanpur,Mixed Textile Waste,Chemical,4321.0,Organic Contaminants,6.14,403.17,83.7,320.88,16.95,276.25,43.42,16.63,45.35,71.29,58.26,80.15,56.39,385161.65,Eco Packaging,UrbanEco Materials,2025-10-05
RW-10843,Nixon-Medina,Ahmedabad,Polyester Fiber Scrap,Mixed,3283.66,Microplastics,4.86,331.58,262.62,3941.86,153.47,1946.39,122.01,54.13,32.26,74.62,53.36,55.68,15.13,460941.55,Recycled Fiber Sheets,EcoPack Solutions,2025-12-13
RW-10844,"Tate, Williams and Browning",Surat,Industrial Wastewater,Textile,3835.51,Organic Contaminants,8.55,734.88,60.5,1296.3,248.01,608.33,8.47,32.23,54.23,53.79,43.07,41.39,7.61,454422.37,Acoustic Panels,CircularTex Pvt Ltd,2024-06-24
