batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-302-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,3666.49,8.56,799.49,451.98,6108.65,496.63,5960.69,190.29,43.72,55.07,Chromium,80.8,80.37,66.8,59.67,2.15,46.7,35.06,67.0,126.31,52.76,10.61,1170965.23,Thermal Insulation Boards,High,Reliance Circular Ventures,High,Low Recovery Potential,97.18,8.5,2025-10-29
SEC-302-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,12582.45,7.44,300.79,123.79,3196.71,106.28,3802.86,244.01,10.71,53.35,Chromium,66.3,73.12,54.18,59.95,5.48,94.51,33.46,64.47,407.15,49.3,6.14,3755813.93,Industrial Pigments,Medium,JSW Green Materials,Medium,Highly Recoverable,91.16,24.4,2025-10-29
SEC-302-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,10388.91,7.58,406.83,680.87,5727.42,452.78,4568.71,454.59,69.09,24.61,Color Pigments,42.63,34.23,84.35,53.29,7.71,65.21,46.9,87.63,428.11,78.47,21.81,3858208.38,Thermal Insulation Boards,Very High,JSW Green Materials,Low,Moderately Recoverable,56.81,11.2,2025-10-29
SEC-303-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,13371.75,6.43,556.99,285.68,6273.26,524.8,3614.73,37.82,44.4,47.97,Organic Contaminants,61.51,55.11,56.63,14.06,6.45,50.98,55.09,72.45,256.3,59.51,46.53,3013425.77,Industrial Pigments,Very High,JSW Green Materials,Low,Low Recovery Potential,90.96,22.7,2025-10-30
SEC-303-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,7158.95,7.39,1382.99,52.97,7152.81,523.85,2002.56,98.57,67.68,31.82,Chromium,75.35,78.97,83.83,47.09,9.95,58.29,64.96,61.41,431.46,35.62,24.47,2093811.8,Thermal Insulation Boards,Very High,UltraTech EcoBuild,Low,Highly Recoverable,61.23,15.3,2025-10-30
SEC-304-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,13140.66,5.63,481.81,655.62,2742.81,58.04,7418.89,569.09,38.32,44.45,Low Contamination,76.11,76.17,40.47,62.15,4.04,65.72,37.01,55.56,109.55,89.16,5.02,1885407.46,Compressed Construction Blocks,Emerging,GreenBuild Gujarat,Medium,Low Recovery Potential,55.55,18.7,2025-10-31
SEC-304-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,14479.62,7.35,922.05,236.11,5523.25,182.5,5680.71,342.87,28.73,39.36,Chromium,57.24,61.12,61.21,27.31,6.58,55.49,51.02,59.46,135.58,31.96,60.14,1049332.32,Eco Bricks,Medium,Reliance Circular Ventures,Medium,Moderately Recoverable,70.82,20.6,2025-10-31
SEC-304-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,4243.88,7.45,528.72,598.0,4968.57,475.33,7991.26,507.78,62.96,51.99,Organic Contaminants,43.24,35.59,86.28,42.46,5.17,71.09,21.62,74.74,407.91,70.75,43.38,790717.43,Industrial Pigments,Emerging,EcoPack India,Low,Highly Recoverable,87.09,11.3,2025-10-31
SEC-305-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,11514.95,7.44,637.42,321.5,8501.04,550.36,2788.59,188.7,46.38,50.37,Oil Residue,94.24,101.29,37.02,19.09,6.73,52.48,45.53,56.16,215.47,84.91,26.61,1524854.88,Compressed Construction Blocks,High,UltraTech EcoBuild,Medium,Needs Advanced Treatment,60.74,14.1,2025-11-01
SEC-305-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,6747.95,5.25,843.51,310.53,6432.42,249.32,1150.69,576.79,13.86,28.81,Heavy Metals,50.09,40.79,42.28,26.27,2.04,52.53,26.78,58.27,238.95,53.19,63.61,2607726.14,Compressed Construction Blocks,Very High,JSW Green Materials,High,Needs Advanced Treatment,69.17,5.6,2025-11-01
SEC-305-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,4597.86,5.43,924.64,79.18,7889.34,416.19,7738.53,350.43,46.35,55.29,Low Contamination,57.46,48.24,73.71,25.17,5.54,88.32,23.84,88.07,279.7,71.64,17.11,4498714.23,Acoustic Insulation Panels,High,JSW Green Materials,High,Low Recovery Potential,78.78,25.6,2025-11-01
SEC-305-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,14275.83,5.39,181.42,323.39,7045.66,480.44,4843.03,89.05,69.71,36.99,Oil Residue,72.64,62.52,67.52,38.59,7.66,82.1,48.92,57.22,114.07,66.38,39.52,3011980.44,Thermal Insulation Boards,Medium,JSW Green Materials,Medium,Needs Advanced Treatment,49.05,6.2,2025-11-01
SEC-306-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,12584.34,7.15,808.32,206.42,7803.51,422.36,597.8,256.37,19.14,28.79,Organic Contaminants,75.13,69.16,66.77,46.19,1.01,80.25,71.72,80.48,20.78,34.06,53.98,2134051.52,Industrial Pigments,Very High,Reliance Circular Ventures,High,Needs Advanced Treatment,91.29,9.7,2025-11-02
SEC-306-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,10874.62,6.74,581.78,575.97,2334.67,166.9,3562.32,301.07,5.94,50.84,Oil Residue,68.6,75.76,27.11,29.86,8.32,63.33,27.89,56.92,211.34,34.23,19.01,950057.12,Industrial Pigments,Very High,EcoPack India,High,Moderately Recoverable,63.91,10.5,2025-11-02
SEC-306-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,4448.55,5.41,1022.85,346.81,4316.97,333.82,6166.82,86.35,58.83,32.42,Oil Residue,63.45,66.77,56.25,12.62,9.14,66.87,62.58,83.47,27.65,29.94,28.39,1270795.73,Acoustic Insulation Panels,Emerging,UltraTech EcoBuild,High,Moderately Recoverable,66.14,5.8,2025-11-02
SEC-307-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,5443.01,5.82,1031.4,511.15,700.21,620.4,4040.18,146.11,21.53,36.11,Low Contamination,82.52,75.88,91.76,21.65,4.28,50.73,68.73,49.46,398.25,43.7,9.27,694343.83,Compressed Construction Blocks,Medium,EcoPack India,Low,Highly Recoverable,80.4,10.4,2025-11-03
SEC-307-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,7275.85,5.78,845.81,55.54,5526.07,232.64,6457.61,408.44,31.09,35.88,Low Contamination,57.28,51.43,30.41,44.13,7.57,47.72,18.46,84.25,376.31,78.64,7.69,2399613.89,Acoustic Insulation Panels,High,JSW Green Materials,Low,Moderately Recoverable,55.69,8.5,2025-11-03
SEC-308-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,12011.89,7.71,683.64,228.18,3920.52,183.49,2981.06,243.67,43.42,54.65,Chromium,43.88,35.45,53.97,32.25,3.23,92.96,55.46,52.41,350.45,34.63,57.45,2689623.29,Acoustic Insulation Panels,Very High,JSW Green Materials,High,Moderately Recoverable,36.56,26.5,2025-11-04
SEC-308-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,10842.55,7.75,655.24,583.4,1772.02,247.05,8321.74,224.22,53.03,35.5,Organic Contaminants,42.05,34.93,85.34,10.51,9.64,92.16,38.3,42.5,381.69,30.71,51.06,1441385.33,Eco Bricks,Medium,Reliance Circular Ventures,High,Needs Advanced Treatment,56.42,29.4,2025-11-04
SEC-308-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,3781.47,8.04,1063.22,523.14,7746.2,560.53,6000.23,551.59,54.28,29.5,Organic Contaminants,41.45,36.31,51.54,48.49,3.15,61.36,57.1,66.76,200.49,19.26,16.53,3599305.55,Eco Packaging Sheets,Medium,Reliance Circular Ventures,High,Low Recovery Potential,36.0,5.8,2025-11-04
SEC-308-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,1793.48,6.5,414.28,354.48,7538.21,155.91,1631.09,447.64,53.09,43.09,Oil Residue,41.86,44.33,51.87,54.44,8.1,78.02,32.84,33.94,150.85,44.56,17.83,4330779.28,Eco Bricks,High,Reliance Circular Ventures,Medium,Highly Recoverable,75.63,29.4,2025-11-04
SEC-308-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,4131.63,8.36,1052.17,405.82,1204.62,274.36,3828.57,185.67,24.67,26.92,Color Pigments,60.67,62.42,94.96,12.82,2.08,81.63,25.55,43.73,397.3,59.12,58.13,236438.0,Industrial Pigments,Medium,UltraTech EcoBuild,Low,Moderately Recoverable,95.34,16.7,2025-11-04
SEC-309-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,5733.84,6.41,341.71,245.04,6422.51,225.52,6345.93,462.32,67.19,54.32,Heavy Metals,47.78,43.27,73.11,19.15,4.23,54.2,19.3,42.2,235.39,52.06,61.26,2263688.53,Compressed Construction Blocks,Emerging,JSW Green Materials,High,Low Recovery Potential,37.53,10.7,2025-11-05
SEC-309-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,3285.79,7.39,341.16,193.91,7634.95,281.02,7608.28,292.78,23.78,51.66,Organic Contaminants,41.76,38.98,93.16,21.46,3.56,86.57,12.87,41.13,312.23,41.24,15.57,774995.48,Eco Packaging Sheets,Medium,JSW Green Materials,High,Low Recovery Potential,56.97,11.1,2025-11-05
SEC-309-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,1777.25,7.59,132.51,451.7,6479.03,282.68,1490.39,78.64,67.92,55.26,Color Pigments,81.96,91.29,54.66,41.82,5.12,79.73,48.8,38.68,274.71,55.93,18.13,846880.51,Acoustic Insulation Panels,Very High,EcoPack India,Low,Moderately Recoverable,81.74,10.8,2025-11-05
SEC-309-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,6973.32,8.24,158.48,393.91,2162.61,254.91,7365.15,374.49,36.37,52.51,Heavy Metals,47.24,46.45,79.61,23.77,7.82,89.5,67.06,49.9,389.1,23.87,29.48,2639549.75,Thermal Insulation Boards,Very High,EcoPack India,High,Low Recovery Potential,51.81,21.8,2025-11-05
SEC-309-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,6984.93,7.3,248.69,611.33,2886.1,505.3,5307.05,450.59,34.4,26.75,Low Contamination,50.88,45.19,64.98,34.19,3.85,95.84,58.79,97.09,313.58,53.49,50.15,1570515.84,Industrial Pigments,Emerging,GreenBuild Gujarat,Low,Highly Recoverable,59.5,12.4,2025-11-05
SEC-310-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,7209.65,8.68,845.46,574.67,8934.23,313.73,5090.65,441.8,12.76,35.93,Heavy Metals,61.26,56.88,71.54,39.83,7.91,58.07,24.6,97.28,65.31,42.38,60.81,1176916.11,Eco Bricks,Very High,EcoPack India,Low,Low Recovery Potential,59.3,16.8,2025-11-06
SEC-310-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,7980.27,6.38,422.44,264.72,8670.49,295.32,5016.44,110.95,50.89,51.82,Low Contamination,92.91,86.28,69.84,50.95,5.29,70.88,42.53,97.26,192.48,46.3,31.67,112225.68,Eco Packaging Sheets,Emerging,Reliance Circular Ventures,High,Moderately Recoverable,69.23,10.2,2025-11-06
SEC-310-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,4061.3,6.55,573.3,621.57,5172.65,550.67,8211.67,254.11,65.24,42.0,Low Contamination,61.29,62.75,63.96,60.02,5.79,49.9,15.44,80.43,174.3,66.94,20.44,3456513.09,Industrial Pigments,Medium,UltraTech EcoBuild,Low,Needs Advanced Treatment,76.36,13.3,2025-11-06
SEC-311-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,11264.03,7.65,644.15,262.83,8912.47,349.25,4686.72,354.19,25.81,31.23,Color Pigments,94.67,96.29,47.51,61.5,4.34,86.14,62.46,73.58,112.38,56.91,23.96,1168439.34,Industrial Pigments,Very High,EcoPack India,Medium,Highly Recoverable,39.73,5.6,2025-11-07
SEC-311-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,3997.39,8.16,818.1,138.04,6150.73,258.36,1939.54,591.6,23.48,37.08,Heavy Metals,79.16,82.81,35.89,60.68,1.92,59.02,54.51,90.44,394.59,52.05,56.5,1453780.13,Industrial Pigments,Medium,EcoPack India,High,Needs Advanced Treatment,36.37,18.6,2025-11-07
SEC-311-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,10022.47,5.23,1000.91,276.97,2646.15,499.02,8000.33,42.31,32.51,43.27,Organic Contaminants,44.21,38.03,71.66,46.55,7.8,93.44,74.85,33.08,240.59,74.45,48.83,3117711.65,Compressed Construction Blocks,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,64.42,20.7,2025-11-07
SEC-311-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,14797.73,8.51,1265.11,427.02,6396.41,432.81,3944.06,203.2,2.13,25.11,Oil Residue,56.12,47.68,73.48,27.88,2.77,47.95,25.21,55.58,264.88,85.13,51.64,1922943.37,Thermal Insulation Boards,High,UltraTech EcoBuild,High,Low Recovery Potential,94.05,6.3,2025-11-07
SEC-311-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,3482.05,5.6,1096.86,698.05,6511.09,413.86,3234.33,350.92,55.35,46.36,Organic Contaminants,73.7,73.03,92.49,14.96,6.68,92.42,66.79,50.26,155.82,76.33,52.05,4035736.16,Eco Packaging Sheets,High,JSW Green Materials,High,Moderately Recoverable,49.36,27.4,2025-11-07
SEC-312-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,4272.77,8.56,815.47,312.21,2401.74,566.21,6590.28,74.19,7.03,30.76,Low Contamination,70.52,68.8,92.79,52.4,7.74,75.16,60.55,47.91,163.6,29.32,45.26,2135965.79,Eco Packaging Sheets,High,UltraTech EcoBuild,Medium,Low Recovery Potential,88.43,13.7,2025-11-08
SEC-312-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,2069.63,7.89,1231.92,584.35,8478.11,224.97,8364.72,28.42,46.4,32.42,Oil Residue,64.82,71.4,67.45,61.03,6.36,82.42,33.26,43.94,5.5,24.72,6.98,718047.45,Thermal Insulation Boards,Medium,EcoPack India,Low,Needs Advanced Treatment,65.68,17.5,2025-11-08
SEC-312-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,8348.03,8.38,1336.19,385.39,8963.0,206.54,1300.9,435.74,59.84,32.95,Low Contamination,53.34,48.9,91.45,60.72,1.68,79.84,19.74,50.68,378.6,83.83,16.1,2384436.02,Eco Packaging Sheets,Emerging,JSW Green Materials,High,Needs Advanced Treatment,40.34,28.1,2025-11-08
SEC-312-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,4892.05,7.09,1330.39,324.32,4732.28,94.9,8055.06,447.88,56.68,51.42,Color Pigments,68.08,68.99,74.55,47.06,5.71,52.0,26.15,88.9,29.88,24.34,46.91,806706.01,Acoustic Insulation Panels,Emerging,Reliance Circular Ventures,High,Moderately Recoverable,41.81,17.7,2025-11-08
SEC-312-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,8362.82,8.07,1025.16,101.61,2581.18,118.66,5500.65,260.43,5.77,50.65,Color Pigments,77.75,68.49,51.37,38.2,2.44,56.32,10.9,47.34,183.09,70.82,39.9,1334410.68,Eco Bricks,High,EcoPack India,Low,Moderately Recoverable,86.0,17.8,2025-11-08
SEC-313-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,5746.86,5.33,964.52,333.67,8219.66,75.26,3102.24,149.76,45.28,41.41,Heavy Metals,52.63,46.06,82.15,64.34,8.38,65.21,38.85,44.6,281.82,88.44,42.43,2834660.32,Acoustic Insulation Panels,Emerging,JSW Green Materials,High,Low Recovery Potential,53.63,18.4,2025-11-09
SEC-313-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,7878.1,6.84,471.04,636.55,7665.34,478.8,5853.6,237.86,45.4,52.54,Color Pigments,95.62,92.04,56.81,55.97,3.58,85.45,47.57,78.84,421.41,36.84,42.67,4492559.69,Eco Packaging Sheets,Emerging,UltraTech EcoBuild,Low,Highly Recoverable,76.93,13.8,2025-11-09
SEC-313-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,6455.72,5.57,334.36,607.48,5753.77,631.93,4061.98,274.61,2.4,36.36,Color Pigments,63.53,52.83,72.28,16.39,7.25,52.04,66.08,59.85,156.39,30.19,56.31,301371.25,Thermal Insulation Boards,Medium,EcoPack India,Medium,Moderately Recoverable,38.58,5.6,2025-11-09
SEC-313-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,12399.46,7.78,467.59,373.44,1077.78,100.13,3102.87,175.21,37.54,31.09,Heavy Metals,92.48,97.89,71.51,17.39,5.33,92.97,11.32,66.81,260.79,20.24,31.19,4247515.13,Acoustic Insulation Panels,Medium,EcoPack India,Low,Moderately Recoverable,65.93,21.6,2025-11-09
SEC-314-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,6927.19,6.65,288.54,289.98,3455.66,582.72,4104.69,282.06,48.61,30.71,Low Contamination,67.11,60.28,31.39,37.21,9.62,94.02,56.13,97.74,90.55,91.98,6.09,3788131.41,Eco Bricks,Medium,UltraTech EcoBuild,Low,Needs Advanced Treatment,68.51,25.4,2025-11-10
SEC-314-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,8917.74,5.52,301.81,366.82,7707.51,443.51,2855.86,168.55,54.95,47.85,Oil Residue,55.36,61.12,76.67,45.75,6.2,87.72,45.67,67.79,277.96,67.09,33.58,657688.41,Compressed Construction Blocks,Very High,UltraTech EcoBuild,Low,Needs Advanced Treatment,90.16,8.4,2025-11-10
SEC-314-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,2196.01,7.24,531.73,464.62,6467.9,633.2,5454.65,125.31,38.34,53.66,Organic Contaminants,90.28,100.85,29.65,36.9,7.21,68.5,39.9,58.11,433.99,56.65,27.94,3120080.28,Acoustic Insulation Panels,Emerging,JSW Green Materials,High,Highly Recoverable,47.4,20.1,2025-11-10
SEC-315-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,5703.94,7.07,1295.3,180.71,5446.19,605.82,6232.04,208.68,64.8,41.13,Chromium,75.93,61.61,65.27,35.43,3.54,55.3,50.94,73.13,127.09,53.74,26.56,2461740.3,Eco Packaging Sheets,Emerging,GreenBuild Gujarat,Low,Needs Advanced Treatment,80.3,13.7,2025-11-11
SEC-315-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,9329.54,8.47,120.58,256.54,6314.46,373.02,435.4,159.61,12.94,33.48,Chromium,59.25,50.51,69.39,51.26,1.49,65.29,12.1,41.1,410.59,82.77,55.7,3457039.55,Compressed Construction Blocks,Medium,Reliance Circular Ventures,Low,Needs Advanced Treatment,68.02,8.3,2025-11-11
SEC-315-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,5449.33,6.15,1231.76,650.22,6243.35,210.33,5313.49,21.3,5.05,33.58,Chromium,94.06,104.05,42.87,63.03,7.68,46.91,37.95,90.41,247.47,68.68,51.42,275461.5,Eco Packaging Sheets,High,EcoPack India,Low,Highly Recoverable,42.61,11.3,2025-11-11
SEC-316-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,12682.12,6.0,1367.46,68.0,2959.0,362.2,763.95,302.76,15.56,55.56,Organic Contaminants,86.23,96.35,46.36,38.84,4.61,87.05,10.95,48.55,320.79,70.96,36.21,2392568.91,Acoustic Insulation Panels,Very High,UltraTech EcoBuild,Medium,Needs Advanced Treatment,87.6,15.2,2025-11-12
SEC-316-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,3678.55,8.15,963.38,221.0,3797.99,54.51,6581.56,330.21,52.4,29.77,Color Pigments,59.82,53.87,59.14,54.66,7.7,53.43,42.96,87.29,256.69,16.35,38.06,3948263.5,Acoustic Insulation Panels,Medium,UltraTech EcoBuild,Low,Moderately Recoverable,94.73,11.9,2025-11-12
SEC-316-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,4303.35,6.57,465.62,36.4,1873.95,129.84,6752.58,352.62,58.63,33.56,Color Pigments,85.3,84.46,32.35,26.55,8.32,46.42,58.6,65.58,317.66,83.9,25.01,178085.11,Compressed Construction Blocks,High,JSW Green Materials,High,Needs Advanced Treatment,89.41,18.6,2025-11-12
SEC-316-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,14220.23,5.46,767.93,618.01,976.17,299.49,8007.33,66.36,64.04,33.18,Color Pigments,87.97,87.93,37.62,18.98,6.85,47.01,30.1,68.69,15.75,21.41,34.11,1229523.36,Industrial Pigments,High,JSW Green Materials,High,Low Recovery Potential,94.39,19.4,2025-11-12
SEC-317-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,12127.87,7.96,1181.36,86.88,3168.57,387.92,3989.27,337.17,13.75,27.29,Heavy Metals,76.66,61.4,66.81,41.22,2.89,60.51,45.93,39.2,398.99,95.77,44.0,1663234.24,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,High,Low Recovery Potential,85.93,16.4,2025-11-13
SEC-317-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,5834.19,8.17,1287.47,237.2,3732.86,277.09,8153.18,289.71,52.22,42.94,Organic Contaminants,87.84,95.98,47.93,16.06,5.03,70.38,25.75,70.45,447.09,54.12,58.82,732088.79,Eco Bricks,Very High,GreenBuild Gujarat,Medium,Low Recovery Potential,70.74,10.9,2025-11-13
SEC-318-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,879.38,7.77,673.16,36.95,2616.92,264.26,7612.86,579.55,39.5,38.56,Heavy Metals,69.02,77.07,34.34,60.79,6.91,80.37,48.96,53.48,107.31,95.74,26.84,3778934.81,Compressed Construction Blocks,High,UltraTech EcoBuild,Medium,Highly Recoverable,71.97,21.1,2025-11-14
SEC-318-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,1238.91,8.3,579.25,365.4,3147.81,80.99,5275.63,293.08,37.88,51.86,Oil Residue,56.08,46.08,75.23,31.2,7.87,57.71,77.52,48.3,442.9,40.31,43.36,4337943.92,Eco Packaging Sheets,Medium,EcoPack India,Low,Low Recovery Potential,87.29,28.8,2025-11-14
SEC-318-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,12843.93,6.36,795.85,606.37,1323.88,648.05,4819.74,17.58,63.26,27.02,Color Pigments,70.8,58.34,81.21,15.18,1.68,52.57,47.62,76.6,51.41,93.97,19.64,552392.83,Eco Packaging Sheets,Very High,UltraTech EcoBuild,High,Moderately Recoverable,55.63,6.8,2025-11-14
SEC-318-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,7802.89,7.42,141.1,488.99,6401.44,399.85,7343.41,41.72,38.64,36.6,Low Contamination,91.56,83.45,62.04,17.83,3.56,68.73,22.34,57.21,34.77,59.34,13.12,3025949.11,Industrial Pigments,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,54.05,19.0,2025-11-14
SEC-318-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,12466.38,8.4,1198.27,535.73,3775.94,645.12,3978.82,320.31,41.1,33.16,Organic Contaminants,54.42,54.22,94.81,40.12,4.35,45.54,71.39,37.55,323.03,18.49,9.32,1539345.54,Thermal Insulation Boards,High,JSW Green Materials,Low,Low Recovery Potential,45.65,27.2,2025-11-14
SEC-319-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,13544.31,7.91,223.64,424.99,3612.12,254.07,7694.29,500.96,40.48,44.12,Organic Contaminants,60.82,64.85,58.71,37.59,2.55,50.55,20.11,48.28,334.67,74.32,42.27,4027513.11,Eco Bricks,Emerging,GreenBuild Gujarat,Low,Needs Advanced Treatment,90.02,19.9,2025-11-15
