batch_id,factory_name,country,city,industry_type,waste_type,quantity_kg,material_category,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
RWX-106990,Castillo-Mccullough,Indonesia,Ho Chi Minh City,Industrial Dyeing,Fly Ash,12267.72,Textile,Chromium,5.77,397.35,823.57,3927.43,427.74,2327.94,715.84,38.75,25.48,34.4,26.39,25.92,74.15,3.54,95.79,93.49,72.61,964.8,18.87,19.57,8543479.11,Industrial Absorbent Pads,Emerging,RenewLoop Manufacturing,High,Moderately Recoverable,85.88,20.5,2022-10-02
RWX-106991,Garcia Group,Thailand,Bangkok,Leather Processing,Chemical Effluent,22841.71,Polymer,Oil Residue,8.56,1059.9,345.98,7980.55,470.11,6731.21,552.15,75.47,59.78,79.57,65.26,97.89,53.9,8.16,86.77,73.85,58.24,552.34,39.74,41.14,8724391.67,Acoustic Panels,Very High,Mahindra Sustainable Solutions,High,Low Recovery Potential,38.06,42.1,2025-06-03
RWX-106992,Sundaram LLC,India,Kanpur,Paper Manufacturing,Polyester Fiber Waste,17390.99,Organic,Organic Contaminants,6.9,1197.6,722.12,8953.95,330.53,8946.49,381.9,7.08,36.84,90.7,77.74,40.77,49.05,9.42,71.2,69.69,26.41,572.48,37.1,69.18,1499530.1,Recycled Plastic Lumber,High,Mahindra Sustainable Solutions,Medium,Moderately Recoverable,55.13,45.4,2025-11-15
RWX-106993,"Acharya, Ramachandran and Rajan",India,Coimbatore,Synthetic Fiber Plant,Mixed Industrial Waste,17338.44,Textile,Oil Residue,4.11,1574.42,540.69,10073.29,863.4,5749.5,558.79,71.33,34.56,26.23,24.57,96.92,62.47,2.1,47.16,20.61,77.15,243.12,94.22,33.81,1362414.71,Sustainable Ceiling Tiles,Emerging,CircularTex Global,Medium,Moderately Recoverable,91.19,34.2,2025-01-21
RWX-106994,Sidhu-Mahal,India,Mumbai,Industrial Dyeing,Textile Dye Waste,6927.5,Organic,Oil Residue,8.77,808.75,677.49,2425.1,675.42,8077.49,599.93,43.37,40.3,41.72,34.27,48.97,25.26,5.21,81.68,66.35,46.2,908.42,81.36,50.37,7176706.88,Thermal Insulation Boards,High,UltraTech EcoBuild,Low,Needs Advanced Treatment,69.48,7.2,2025-05-04
RWX-106995,"Whitaker, Cochran and Smith",UAE,Ho Chi Minh City,Synthetic Fiber Plant,Printing Dye Sludge,13811.52,Metal,Color Pigments,4.33,1725.33,21.9,8663.08,867.26,7215.59,398.53,78.75,50.51,37.75,37.76,19.3,45.84,6.89,46.46,35.35,31.0,606.9,12.38,69.55,9158669.11,Eco Packaging,Very High,Asian Paints Eco Division,Low,Low Recovery Potential,34.15,7.8,2022-08-18
RWX-106996,"Bal, Dara and Chacko",India,Bengaluru,Garment Processing,Mixed Industrial Waste,5134.39,Polymer,High TDS,4.88,1000.74,399.51,2649.59,346.63,7657.15,689.38,39.82,57.06,88.39,82.1,84.79,15.49,9.53,86.32,68.81,50.93,895.58,74.45,45.78,9195696.18,Eco Bricks,Medium,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,49.02,19.8,2026-05-06
RWX-106997,Rogers LLC,China,Dhaka,Paper Manufacturing,Textile Dye Waste,10229.21,Mixed,Lead,5.99,158.89,556.19,11443.91,484.42,1249.71,721.04,68.13,56.07,43.08,45.99,37.03,83.13,9.68,88.59,35.0,48.93,970.98,72.45,60.64,2256038.36,Compressed Construction Blocks,Medium,Asian Paints Eco Division,Medium,Low Recovery Potential,79.6,31.3,2025-10-30
RWX-106998,Lewis Ltd,South Korea,Bangkok,Chemical Processing,Sludge,2926.35,Mixed,Lead,4.88,892.76,806.87,2964.97,748.15,6580.31,219.51,9.31,18.57,96.19,88.24,32.26,75.98,9.81,76.2,69.24,77.44,913.04,83.02,27.42,4592351.04,Eco Bricks,High,Reliance Circular Ventures,High,Low Recovery Potential,52.36,13.6,2022-08-30
RWX-106999,Rogers-White,Indonesia,Dubai,Leather Processing,Printing Dye Sludge,14537.61,Mixed,Microplastics,6.96,950.34,542.62,2095.48,800.49,7492.29,156.7,69.87,26.59,48.0,39.03,83.17,62.73,5.72,89.03,24.74,98.67,589.8,28.91,50.89,6817052.84,Eco Concrete Additives,High,Reliance Circular Ventures,High,Moderately Recoverable,52.57,3.3,2024-01-15
RWX-107000,Singhal and Sons,India,Coimbatore,Leather Processing,Sludge,19922.58,Textile,Sulfide,4.63,1720.08,462.44,9984.88,303.87,5578.33,514.49,69.93,24.98,53.41,53.03,80.03,78.63,3.24,75.35,58.32,67.61,782.15,79.08,41.16,9652269.68,Recycled Plastic Lumber,Medium,EcoPack Solutions,Medium,Needs Advanced Treatment,95.69,16.3,2022-06-27
RWX-107001,Pearson-Singh,South Korea,Shanghai,Construction Materials,Industrial Wastewater,22076.02,Mixed,Color Pigments,7.76,1478.09,38.95,11546.57,326.57,7979.08,323.49,79.05,39.27,25.47,18.27,22.32,50.86,3.85,61.58,78.98,40.38,612.39,60.47,23.06,5630622.1,Composite Wall Panels,Emerging,RenewLoop Manufacturing,Low,Moderately Recoverable,78.56,26.4,2022-06-15
RWX-107002,Washington and Sons,Germany,Berlin,Garment Processing,Synthetic Residue,21212.77,Mixed,High TDS,4.16,1291.7,871.7,10498.12,841.58,4792.62,398.81,37.93,55.52,45.43,32.11,88.76,77.96,7.76,66.57,88.11,50.2,644.53,46.68,69.27,2636675.59,Sustainable Ceiling Tiles,High,RenewLoop Manufacturing,Low,Highly Recoverable,40.39,26.4,2023-10-31
RWX-107003,Chandran Group,India,Jaipur,Industrial Dyeing,Mixed Industrial Waste,23076.12,Chemical,Lead,9.6,1059.7,158.11,2683.72,224.47,5199.69,515.45,12.36,63.17,92.99,101.46,84.25,15.96,5.91,91.26,35.26,27.24,271.24,46.71,6.03,1002492.84,Thermal Insulation Boards,Emerging,UltraTech EcoBuild,Low,Needs Advanced Treatment,92.27,40.9,2024-05-03
RWX-107004,"Sekhon, Sampath and Ganesan",India,Bengaluru,Chemical Processing,Polyester Fiber Waste,18753.0,Polymer,Chromium,7.0,206.14,149.76,5535.85,488.53,6181.48,470.12,68.14,31.03,95.54,101.2,96.69,45.9,3.19,39.55,42.34,25.55,92.68,56.61,36.74,6418160.74,Compressed Construction Blocks,Very High,Tata Sustainable Materials,Low,Needs Advanced Treatment,70.77,5.3,2022-10-05
RWX-107005,Jani Group,India,Surat,Textile Manufacturing,Industrial Wastewater,7098.11,Textile,Organic Contaminants,6.23,149.17,740.46,5837.31,34.05,2594.57,589.86,57.24,27.75,89.8,66.83,42.73,26.82,1.67,49.0,21.82,81.04,626.83,52.27,23.51,6637690.52,Eco Packaging,Very High,Mahindra Sustainable Solutions,Medium,Needs Advanced Treatment,46.2,25.2,2023-06-03
RWX-107006,Peterson-Ross,Vietnam,Berlin,Chemical Processing,Chemical Effluent,21760.64,Polymer,Chromium,8.28,1474.79,371.86,4339.6,602.43,9075.83,513.51,70.85,57.19,46.98,48.72,29.49,62.72,7.75,46.5,40.97,37.82,410.06,51.65,57.88,5702808.8,Eco Concrete Additives,High,EcoPack Solutions,Low,Needs Advanced Treatment,82.68,16.8,2025-06-02
RWX-107007,Stone-Alexander,UK,Seoul,Garment Processing,Chemical Effluent,5851.32,Polymer,Chromium,4.28,1283.6,177.49,7246.04,698.38,4035.96,635.96,34.49,43.54,90.45,68.13,48.52,5.73,1.79,83.39,36.89,46.4,902.16,55.47,26.4,4021620.83,Recycled Plastic Lumber,Emerging,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,92.54,19.4,2025-01-20
RWX-107008,Aurora and Sons,India,Noida,Paper Manufacturing,Fly Ash,924.74,Organic,Low Contamination,9.94,935.8,355.11,3049.4,122.55,9007.93,667.57,67.38,59.95,87.67,78.63,40.32,60.4,5.11,38.83,21.76,38.44,56.79,11.39,34.96,2470607.54,Composite Wall Panels,Medium,RenewLoop Manufacturing,Medium,Moderately Recoverable,36.94,4.6,2026-04-18
RWX-107009,Jhaveri-Kade,India,Coimbatore,Paper Manufacturing,Sludge,19554.47,Metal,Low Contamination,5.53,236.94,128.84,10262.14,145.87,989.39,139.79,9.57,53.39,87.65,85.04,48.45,77.08,6.65,89.8,74.17,56.83,553.38,20.68,24.93,2380182.07,Recycled Plastic Lumber,Emerging,Tata Sustainable Materials,Medium,Low Recovery Potential,82.1,47.8,2022-12-26
RWX-107010,"Townsend, Green and Wright",Indonesia,Dubai,Plastic Recycling,Polyester Fiber Waste,24519.8,Metal,Lead,7.98,1509.29,779.37,11118.42,162.33,8834.55,588.38,51.02,55.43,95.01,80.53,78.87,12.08,2.4,67.91,86.5,73.07,763.98,95.39,58.85,2840736.9,Compressed Construction Blocks,Very High,Tata Sustainable Materials,High,Low Recovery Potential,71.42,11.8,2025-02-26
RWX-107011,Baria LLC,India,Pune,Industrial Dyeing,Fabric Scraps,17506.12,Metal,Chromium,9.65,364.54,734.91,2187.45,636.6,6429.99,252.14,1.75,31.29,60.61,51.5,27.14,71.16,3.52,79.96,66.46,42.12,595.97,79.47,43.9,2767423.42,Sustainable Ceiling Tiles,High,EcoPack Solutions,Medium,Needs Advanced Treatment,40.85,24.2,2026-04-17
RWX-107012,"Bell, Allen and Schroeder",UAE,Dhaka,Construction Materials,Fly Ash,16106.44,Polymer,Oil Residue,5.22,188.9,765.1,3347.83,649.0,646.06,724.86,23.52,51.29,50.43,55.8,52.65,10.17,9.19,89.65,75.93,92.29,147.83,88.61,59.21,1012167.88,Acoustic Panels,Medium,Reliance Circular Ventures,High,Moderately Recoverable,89.69,31.6,2022-06-11
RWX-107013,"Smith, Underwood and Lane",Bangladesh,Dhaka,Construction Materials,Fly Ash,9621.25,Organic,Oil Residue,4.35,1421.82,414.78,4813.12,78.55,5042.37,562.07,57.56,35.26,62.43,66.39,33.97,51.34,6.49,61.76,30.38,73.91,303.9,38.58,5.64,3520040.58,Industrial Pigments,Very High,RenewLoop Manufacturing,Low,Highly Recoverable,38.19,40.3,2024-02-26
RWX-107014,Bradley and Sons,Germany,Jakarta,Plastic Recycling,Sludge,1803.76,Chemical,Low Contamination,4.49,1108.74,24.93,3926.87,200.52,2197.84,425.15,30.28,53.12,56.89,65.33,84.5,62.97,9.33,90.82,83.28,60.06,696.11,13.78,50.77,1570312.97,Compressed Construction Blocks,Medium,JSW Green Materials,High,Needs Advanced Treatment,70.44,4.3,2025-03-30
RWX-107015,Kumar Group,India,Ludhiana,Textile Manufacturing,Fly Ash,2555.26,Chemical,Sulfide,7.79,513.77,880.96,9541.35,347.97,6371.72,779.57,9.92,27.13,67.89,55.56,23.16,5.94,3.79,59.15,78.66,45.44,55.31,15.35,64.52,1184082.79,Circular Fashion Fibers,High,Asian Paints Eco Division,Low,Needs Advanced Treatment,91.59,5.7,2026-01-30
RWX-107016,Kade-Chaudhary,India,Kanpur,Construction Materials,Polyester Fiber Waste,24191.82,Organic,Chromium,9.06,809.55,21.78,8285.07,135.01,7544.07,314.74,6.49,26.93,34.22,34.14,18.88,51.99,1.33,55.05,45.81,61.53,257.59,11.59,41.84,8898977.49,Eco Packaging,Very High,GreenBuild International,Low,Highly Recoverable,86.97,17.2,2026-04-21
RWX-107017,Bennett Ltd,Indonesia,Tokyo,Garment Processing,Chemical Effluent,5916.33,Polymer,Sulfide,9.92,159.55,140.75,2792.62,367.99,4500.06,354.93,8.73,59.62,86.82,96.82,61.07,39.15,5.69,95.49,45.11,77.71,237.61,78.03,44.44,7771321.15,Recycled Plastic Lumber,Very High,Mahindra Sustainable Solutions,Low,Low Recovery Potential,75.59,45.7,2025-03-03
RWX-107018,Gera-Savant,India,Pune,Industrial Dyeing,Printing Dye Sludge,21509.31,Metal,Low Contamination,7.15,1485.14,829.76,6963.29,233.16,3107.33,43.28,69.94,47.08,65.28,73.14,39.69,30.02,8.41,52.01,43.44,69.29,210.93,61.38,53.18,1697513.61,Circular Fashion Fibers,Very High,Tata Sustainable Materials,High,Highly Recoverable,72.1,45.6,2022-10-08
RWX-107019,Solanki-Rastogi,India,Pune,Paper Manufacturing,Mixed Industrial Waste,5278.29,Polymer,Organic Contaminants,9.07,922.35,69.66,4037.86,484.75,1412.68,348.64,9.38,51.37,22.46,24.65,71.46,73.13,7.82,78.64,48.96,41.84,868.14,28.52,32.84,2877974.16,Sustainable Ceiling Tiles,Emerging,GreenBuild International,High,Moderately Recoverable,58.88,10.0,2022-11-08
RWX-107020,Tata Ltd,India,Pune,Industrial Dyeing,Synthetic Residue,19002.09,Organic,Lead,6.07,1191.64,265.06,7372.49,446.04,2925.41,450.38,75.21,52.06,30.76,28.55,34.04,9.31,1.38,78.44,75.03,64.21,374.89,30.51,15.74,9471133.29,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Medium,Highly Recoverable,54.68,14.7,2025-04-30
RWX-107021,Chaudry-Biswas,India,Pune,Paper Manufacturing,Synthetic Residue,2201.51,Organic,Low Contamination,5.32,1601.12,352.03,6035.99,289.14,3178.83,320.1,46.05,23.72,79.98,73.98,30.36,44.27,6.1,66.31,93.09,43.02,542.56,78.88,27.64,9209216.56,Composite Wall Panels,Very High,Tata Sustainable Materials,High,Low Recovery Potential,57.47,9.2,2022-08-19
RWX-107022,"Love, Ellis and Frost",China,Ho Chi Minh City,Leather Processing,Industrial Wastewater,23415.58,Chemical,High TDS,5.33,1743.47,786.07,9896.83,878.38,6968.41,160.27,78.38,42.09,77.87,62.44,83.04,52.46,5.74,86.99,91.75,55.7,834.99,48.86,54.55,6421512.22,Circular Fashion Fibers,Medium,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,73.0,47.2,2024-10-11
RWX-107023,Garcia Ltd,Vietnam,Shanghai,Industrial Dyeing,Industrial Wastewater,7346.87,Organic,Low Contamination,5.18,741.57,297.77,5830.12,213.89,9093.87,699.72,77.8,26.76,64.4,56.47,64.96,39.16,3.79,75.27,35.31,65.28,569.81,93.03,60.42,746537.8,Eco Packaging,High,Asian Paints Eco Division,Medium,Needs Advanced Treatment,34.24,4.1,2025-02-25
RWX-107024,Myers Inc,UK,Tokyo,Garment Processing,Polyester Fiber Waste,5968.82,Mixed,High TDS,4.13,390.86,715.22,10056.93,153.39,8718.45,771.65,73.79,33.1,34.46,36.48,76.13,33.0,5.25,43.88,94.59,67.95,963.01,76.4,6.02,7191853.73,Thermal Insulation Boards,Emerging,JSW Green Materials,High,Moderately Recoverable,61.0,27.0,2026-01-10
RWX-107025,"Johnson, Holmes and Bartlett",Germany,New York,Paper Manufacturing,Sludge,4459.66,Textile,Oil Residue,5.04,805.07,435.94,5180.29,658.0,7333.72,641.16,12.63,46.1,27.13,19.82,90.32,30.55,1.35,98.3,86.42,95.21,123.68,31.32,34.06,1106849.57,Recycled Plastic Lumber,Medium,RenewLoop Manufacturing,Low,Low Recovery Potential,30.99,23.2,2023-08-24
RWX-107026,Venkataraman LLC,India,Ahmedabad,Textile Manufacturing,Mixed Industrial Waste,16281.75,Metal,Chromium,8.95,1339.14,152.28,10493.39,149.67,897.5,522.23,55.26,64.46,97.03,85.17,69.75,13.93,1.07,67.65,73.09,93.95,4.35,22.4,50.59,400029.57,Acoustic Panels,Medium,JSW Green Materials,Low,Highly Recoverable,42.46,7.5,2024-10-19
RWX-107027,Dash-Wable,India,Bengaluru,Plastic Recycling,Polyester Fiber Waste,8839.92,Polymer,Chromium,4.21,202.38,272.99,2376.1,615.36,4048.09,601.88,60.85,32.16,20.72,22.47,18.37,68.58,7.3,49.65,41.78,33.76,466.83,44.89,9.47,7542010.38,Industrial Pigments,Very High,Reliance Circular Ventures,Low,Needs Advanced Treatment,91.29,32.3,2025-09-04
RWX-107028,"Carroll, Ruiz and Christensen",Indonesia,Shanghai,Chemical Processing,Printing Dye Sludge,11161.6,Organic,Low Contamination,9.47,1544.68,592.37,11211.38,472.3,1265.57,756.95,55.12,41.37,92.58,77.45,42.44,84.72,2.66,80.91,26.72,51.15,478.71,81.27,64.76,3326902.35,Industrial Absorbent Pads,Emerging,JSW Green Materials,Low,Highly Recoverable,52.85,20.5,2026-04-16
RWX-107029,"Crawford, Scott and Miller",UK,New York,Industrial Dyeing,Textile Dye Waste,21798.11,Mixed,Microplastics,6.25,609.14,648.05,6237.12,306.21,4934.42,420.85,19.06,47.38,47.67,51.9,44.72,62.97,5.8,52.76,79.6,30.05,54.58,45.0,61.83,338068.65,Industrial Absorbent Pads,Emerging,UltraTech EcoBuild,Low,Needs Advanced Treatment,43.05,26.1,2024-07-12
RWX-107030,"Bowman, Robinson and Jacobson",Indonesia,Shanghai,Plastic Recycling,Sludge,3369.86,Metal,High TDS,6.59,309.65,292.82,1141.53,702.15,752.74,573.13,61.88,22.88,36.05,37.92,39.73,81.35,6.72,85.57,87.43,33.11,922.63,65.52,10.65,1086999.82,Sustainable Ceiling Tiles,Medium,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,60.7,37.1,2025-05-13
RWX-107031,"Williams, Lewis and Johnson",Japan,Tokyo,Garment Processing,Industrial Wastewater,11172.59,Chemical,Chromium,8.14,1350.11,144.36,1341.73,356.23,8629.33,613.82,62.74,19.3,24.03,24.57,67.31,77.59,6.74,40.21,24.53,85.44,412.4,71.71,67.97,3648682.14,Thermal Insulation Boards,Emerging,RenewLoop Manufacturing,Medium,Moderately Recoverable,89.66,21.3,2024-01-13
RWX-107032,Castro-Reed,USA,Shanghai,Leather Processing,Printing Dye Sludge,16382.87,Polymer,Oil Residue,7.46,337.54,571.85,1303.12,402.99,7533.17,578.32,6.6,28.23,22.18,24.42,66.39,56.69,2.68,70.39,22.86,59.54,669.65,15.87,17.51,2299000.12,Circular Fashion Fibers,High,Reliance Circular Ventures,Medium,Needs Advanced Treatment,78.44,36.8,2026-01-28
RWX-107033,"Dua, Gole and Som",India,Tiruppur,Textile Manufacturing,Textile Dye Waste,6321.87,Chemical,Microplastics,4.11,1086.65,603.18,4524.25,608.71,2816.4,733.41,7.63,28.96,97.34,87.57,25.48,84.77,5.62,36.28,18.36,34.96,868.94,27.75,6.92,8249382.11,Circular Fashion Fibers,Very High,RenewLoop Manufacturing,High,Moderately Recoverable,42.14,35.6,2023-11-13
RWX-107034,"Miller, Watson and Brooks",UAE,Berlin,Construction Materials,Fabric Scraps,12102.89,Organic,Chromium,4.57,710.17,661.05,1740.34,759.52,2690.73,251.94,43.4,57.75,94.95,87.46,24.33,81.41,1.11,69.42,44.44,73.87,418.76,64.17,69.47,2281319.76,Acoustic Panels,Medium,Reliance Circular Ventures,High,Moderately Recoverable,59.41,40.2,2025-05-10
RWX-107035,Hanson Inc,USA,Istanbul,Leather Processing,Sludge,12825.92,Metal,Color Pigments,5.42,665.17,543.57,1696.28,384.31,8544.45,658.41,60.79,57.46,31.4,23.62,93.93,27.04,9.28,95.81,67.52,58.51,614.91,55.68,20.08,8652276.23,Industrial Absorbent Pads,Very High,RenewLoop Manufacturing,High,Needs Advanced Treatment,97.82,37.3,2026-02-22
RWX-107036,Ramesh LLC,India,Mumbai,Chemical Processing,Polyester Fiber Waste,9801.12,Metal,Microplastics,8.35,1635.03,723.45,3563.42,92.69,1512.46,533.91,42.71,31.64,71.9,73.38,37.78,49.15,1.82,80.4,50.57,91.65,718.69,29.54,57.82,9542128.13,Sustainable Ceiling Tiles,Emerging,GreenBuild International,Medium,Highly Recoverable,65.94,20.4,2024-02-20
RWX-107037,Devi-Bir,India,Coimbatore,Garment Processing,Textile Dye Waste,15389.01,Metal,Microplastics,8.86,1442.39,760.82,7656.27,402.1,2233.64,409.08,24.0,25.23,55.68,46.4,18.08,77.37,2.98,97.49,36.85,81.62,915.12,67.16,49.41,7373490.53,Circular Fashion Fibers,Medium,Asian Paints Eco Division,High,Moderately Recoverable,53.6,26.8,2022-08-18
RWX-107038,Chaudhary LLC,India,Tiruppur,Paper Manufacturing,Synthetic Residue,3677.86,Organic,Chromium,7.37,509.39,323.64,9119.09,885.98,7710.26,258.65,4.62,28.07,49.34,35.59,69.38,71.17,5.27,72.42,85.0,60.08,80.29,43.5,57.27,6678223.7,Eco Bricks,Medium,EcoPack Solutions,Medium,Needs Advanced Treatment,78.85,43.4,2023-04-28
RWX-107039,"Martin, Carr and Arnold",UAE,Istanbul,Paper Manufacturing,Polyester Fiber Waste,24688.79,Organic,Oil Residue,9.53,225.85,850.62,8274.73,151.5,2600.68,714.34,17.47,35.95,81.36,71.66,81.21,5.88,2.87,37.97,77.6,75.18,55.24,64.61,61.73,2843897.15,Eco Bricks,Emerging,RenewLoop Manufacturing,High,Highly Recoverable,37.62,18.6,2023-11-02
RWX-107040,"Cox, Dougherty and Garcia",Bangladesh,Ho Chi Minh City,Paper Manufacturing,Sludge,4004.85,Mixed,Sulfide,4.25,106.74,266.4,10488.04,515.57,4386.61,291.28,49.7,33.7,32.91,31.7,82.06,39.12,8.4,74.34,89.7,29.12,442.99,50.07,63.32,4494119.76,Thermal Insulation Boards,Very High,Tata Sustainable Materials,Low,Moderately Recoverable,69.43,25.1,2024-04-02
RWX-107041,"Randhawa, Bora and Bhagat",India,Ludhiana,Garment Processing,Sludge,13556.78,Metal,Oil Residue,7.83,732.67,84.43,2865.8,685.34,9207.72,672.51,5.62,46.82,78.8,60.4,79.65,68.58,6.15,53.81,12.28,36.27,360.74,59.78,63.25,674399.37,Industrial Pigments,Emerging,RenewLoop Manufacturing,High,Moderately Recoverable,35.23,41.2,2022-07-26
RWX-107042,Shah-Kar,India,Pune,Chemical Processing,Polyester Fiber Waste,18605.11,Metal,Organic Contaminants,9.81,1338.22,35.63,5499.21,218.28,8425.64,339.79,18.94,42.33,90.29,70.44,84.15,25.42,4.09,35.25,34.48,55.51,662.59,44.8,63.44,9983090.87,Compressed Construction Blocks,Very High,EcoPack Solutions,Medium,Moderately Recoverable,69.87,38.3,2023-10-14
RWX-107043,Tailor Inc,India,Coimbatore,Metal Processing,Industrial Wastewater,7787.36,Mixed,Color Pigments,4.74,1387.1,520.86,5788.09,780.9,4650.13,381.03,16.78,27.8,84.4,85.24,42.9,52.61,6.43,71.45,83.45,53.51,128.62,36.75,63.75,7296679.04,Eco Bricks,Medium,CircularTex Global,High,Needs Advanced Treatment,69.75,9.2,2025-06-29
RWX-107044,"Hughes, Cook and Cooley",Indonesia,Dubai,Paper Manufacturing,Synthetic Residue,5512.08,Organic,Chromium,4.7,70.83,826.29,9994.59,446.23,6219.39,608.99,46.15,22.71,45.96,46.04,75.83,84.47,9.02,48.91,51.95,83.96,339.0,75.29,69.8,8871729.23,Eco Packaging,Medium,Asian Paints Eco Division,High,Needs Advanced Treatment,37.87,13.7,2022-08-21
RWX-107045,Jenkins Ltd,Indonesia,Jakarta,Textile Manufacturing,Textile Dye Waste,14486.17,Textile,Sulfide,8.35,911.05,617.2,5038.46,390.5,5340.4,315.94,71.54,48.34,37.39,26.53,29.97,56.95,4.11,97.07,42.9,50.26,652.52,91.59,41.08,8760189.72,Eco Packaging,Emerging,GreenBuild International,High,Highly Recoverable,31.18,38.3,2026-05-01
RWX-107046,Deol Inc,India,Pune,Garment Processing,Fabric Scraps,24446.28,Metal,High TDS,5.12,1620.24,294.69,8935.1,330.93,5795.53,492.97,33.78,21.28,84.96,81.5,20.0,28.52,4.68,90.3,25.51,72.91,268.67,51.25,16.14,398805.43,Eco Packaging,High,CircularTex Global,Low,Highly Recoverable,90.72,37.0,2024-06-22
RWX-107047,Doshi-Tailor,India,Coimbatore,Metal Processing,Printing Dye Sludge,16444.38,Chemical,Lead,8.83,1025.86,703.94,7903.53,579.66,4506.47,280.73,23.76,34.64,84.36,65.31,66.5,42.86,4.45,93.29,18.82,28.38,1.61,84.44,6.4,7453957.29,Thermal Insulation Boards,Medium,EcoPack Solutions,Low,Needs Advanced Treatment,56.88,41.3,2022-07-27
RWX-107048,"Varma, Kalla and Gaba",India,Ludhiana,Industrial Dyeing,Fabric Scraps,20963.56,Polymer,Color Pigments,7.18,1323.94,145.55,11811.11,848.15,921.18,21.57,38.89,61.33,60.75,43.95,23.83,53.36,9.88,96.63,52.0,48.93,484.7,42.78,7.83,4573945.67,Composite Wall Panels,Emerging,Reliance Circular Ventures,High,Needs Advanced Treatment,79.57,41.4,2025-05-19
RWX-107049,Ramirez Inc,Vietnam,Bangkok,Garment Processing,Synthetic Residue,4251.17,Mixed,Low Contamination,8.55,1190.61,783.46,1160.15,197.85,942.41,428.68,40.96,62.95,25.32,18.71,26.69,25.95,6.79,45.1,26.68,43.34,835.77,23.47,16.4,144633.79,Acoustic Panels,Very High,Tata Sustainable Materials,Medium,Highly Recoverable,64.14,5.6,2025-11-13
RWX-107050,Short-Ochoa,Bangladesh,New York,Paper Manufacturing,Mixed Industrial Waste,1192.18,Mixed,High TDS,5.95,407.07,675.68,7631.02,56.94,3924.61,496.81,46.54,27.14,43.77,31.63,58.9,20.52,6.76,61.83,90.17,37.31,745.24,59.76,43.11,4029302.88,Sustainable Ceiling Tiles,Emerging,CircularTex Global,Medium,Moderately Recoverable,72.23,10.0,2024-05-26
RWX-107051,Rau Inc,India,Tiruppur,Textile Manufacturing,Polyester Fiber Waste,6347.04,Textile,Lead,5.18,1362.7,705.29,8713.25,769.12,8619.31,460.23,6.81,32.64,68.71,59.5,57.93,16.18,8.79,72.0,51.91,66.64,116.44,31.49,44.46,7285011.88,Eco Concrete Additives,Very High,Mahindra Sustainable Solutions,High,Moderately Recoverable,46.75,37.8,2025-02-19
RWX-107052,Bose-Sant,India,Kanpur,Construction Materials,Printing Dye Sludge,4027.34,Mixed,Sulfide,5.05,316.5,789.4,10830.82,828.59,5650.85,427.67,33.98,39.69,43.9,41.91,74.09,34.73,6.73,98.08,83.47,85.57,664.03,20.93,65.62,1377894.73,Industrial Pigments,Medium,UltraTech EcoBuild,Low,Highly Recoverable,97.18,25.4,2024-02-05
RWX-107053,"Bautista, Larsen and Hall",Vietnam,Seoul,Plastic Recycling,Mixed Industrial Waste,17483.33,Metal,High TDS,6.16,1042.84,784.69,10796.24,377.36,7201.75,572.87,8.76,19.41,27.7,28.25,39.61,50.64,7.57,71.09,54.19,64.66,958.81,13.81,66.6,6315391.24,Eco Bricks,High,Asian Paints Eco Division,Low,Moderately Recoverable,73.39,10.5,2025-12-28
RWX-107054,Bora-Bhat,India,Kanpur,Synthetic Fiber Plant,Synthetic Residue,7839.23,Textile,Color Pigments,4.73,285.76,418.44,10698.14,576.86,6952.53,91.11,50.04,52.8,52.81,60.34,79.91,52.77,5.73,92.54,38.78,30.44,76.64,24.79,42.04,3313687.14,Sustainable Ceiling Tiles,Medium,JSW Green Materials,High,Needs Advanced Treatment,79.81,25.7,2025-09-20
RWX-107055,"Cain, Collins and Mcdowell",China,New York,Textile Manufacturing,Textile Dye Waste,11811.81,Mixed,Heavy Metals,9.74,1585.44,358.09,9352.98,648.11,897.8,239.14,13.41,23.79,79.7,91.29,88.09,46.35,7.28,39.11,22.28,44.39,642.31,87.72,50.63,6007763.19,Eco Bricks,Medium,UltraTech EcoBuild,High,Low Recovery Potential,95.47,20.3,2025-10-10
RWX-107056,Kari-Sule,India,Ludhiana,Construction Materials,Mixed Industrial Waste,3214.07,Textile,Chromium,9.86,1727.05,117.5,3690.52,379.07,7445.53,676.09,7.68,41.72,35.73,35.51,78.7,76.59,6.39,39.83,74.18,97.06,451.95,56.6,49.94,1717272.24,Recycled Plastic Lumber,High,CircularTex Global,High,Needs Advanced Treatment,95.32,12.5,2024-09-18
